original,Malith,Abhaya
ආරච්චිගේ,ආරච්චිගේ,ඞආරච්චිගේ
තම්මිටගේ,තම්ම්ටගේ,ඈඇතම්මිටගේ
රයිසුද්දීන්,රයිසුද්දීන්,රයිසුදදීන්
කනකරාසා,කනකරාසා,කනකරාසා
ප්‍රේමදාස,ප්‍රේමලමාස,ඞප්‍රේමදාස
මොහමට්,මොනමට්,මොහමට්
හේවාඉන්නේ,හේවානෝ්නේ,හේවාඉන්නේ
සචිනි,ඞේඋසචභි,සචිනි
ඔස්මන්,ඔස්මන්,ඉඔස්මන්
ශ්‍රීනාත්,ශ්‍රීනාත්,ශ්‍රීනාත්
වික්‍රමසේකර,වික්‍රමසේකර,චික්‍රමසේකර
ජයවර්ධන,ජයවර්ධනා,ජයවර්ධනා
වර්ණකුලසූරිය,වර්ණකුලසූර්ය,වර්ණකුලසූරිය
ඕෂදී,ඕීිදේ,යමදී
මනම්පේරි,මනම්පේර්,මනම්පේරි
දුශාන්ත,දුශාන්න,දුශාන්ත
පූර්ණිමා,ඞජපූර්ණිමා,ඞඈඇපුූර්ණිමා
කුමාර,කුමාර,කුමාර
දිලිත,දිලිත්,ගෲදිලසිත
සෙල්වරෙට්නම්,සෙල්වරෙට්නම්,සෙල්වරෙට්නම්
රණසිංහ,රණසිංහ,ඛරණසිංහ
උපේන්ද්‍ර,උපේන්ද්‍ර,ඞඈඋපේන්ද
සිල්වා,ඩිල්වා,සිල්වා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
වලවෙ,වලවේ,වලවේ
නිරංජලා,නිරංජලා,නිරංජලා
පෙරේරා,ඞපෙරේරා,පෙරේරා
ෆාතිමා,ෆාතිමා,ෆාතිමා
තරිඳු,වරු,කරිදු
මොහමඩ්,මොහමඩ්,මොහමඩ්
සුරේඛා,ඞසසුරේඛා,සුරේඛා
තුත්තිරිපිටිය,තුත්තිරපිටිය,තුත්තිරිපිටිය
