original,Malith,Abhaya
රිස්ලින්,රඉිස්ලින්,රිස්ලින්
මහේන්ද්‍රන්,මනේන්දුන්,මහේන්දන්
දිලිෂා,දදිලිමා,දිලිෂා
දක්ෂිකා,දක්ෂිකා,දක්ෂිකා
ඉර්ෆාන්,ඉඉර්ෆගාන්,ඉර්ෆථාන්
ඉෆ්තිකාර්,ඉෆේනිකාර්,ඉෆ්තිකාර්
හැන්නදිගේ,හැන්නදිගේ,හැන්නදිගේ
කුරුප්පු,කුරුප්ථු,කුරුප්පු
වන්නිආරච්චිගේ,වන්නිආරච්චිගේ,වන්නිආරච්චිගේ
සමන්,ඞසමන්,ඞඉසමන්
සිල්වා,සිල්වා,සිල්වා
ගුණරත්න,ගුණරන්න,ඞඈගුණරත්න
සමන්,සමන්,සමන්
උපාසකයලාගේ,උපාසකයලාගේ,උපාසකයලාගේ
චාමර,චාමර,චාමර
කෝරාලගේ,කෝරාලගේ,කෝරාලගේ
කුමාර,කුමාර,කුමාර
හක්ෂා,ඛඨඇභක්ෂා,හභක්ෂා
නිශ්ශංක,නිශ්ශංක,නිශ්ශංක
ලක්‍ෂිත,ලක්ෂත,ලක්ෂත
සුමනාවතී,සුමනාවතී,සුමනාවතී
ශ්‍රීමාලි,ඞඝශශ්‍රීමාලි,ගද්‍රීමාලිං
අරංගලලාගේ,අරංගලලාගේ,අරංගලලාගේ
පියංගිකා,පියංගිකා,පියංගිකා
යසසිරි,යසිසිළු,යසසිරි
දනිකිතයලෑ,දනිකිතයල,දනිකිතයලා
විතානගේ,චිතානගේ,විතානගේ
පූජනී,පූජනි,පූජ
අතුරුකියන,අතුරැකියය,අතුරුකියය
ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර,ඛඞඝප්‍රනාන්ද්‍ර
හුස්රි,ංනුස්ර්,හුසර්
ජයවර්ධන,ජයවර්ධනා,ජයවර්ධන
සුසන්ත,සුසන්ත,ඞසුසන්ත
තින්න,භින්න,තනින්න්
සුනිල්,සුනිල්,සුනිල්ං
විජේලෙච්චිමි,විජේලෙච්චිම්,විපේලෙච්චිමි
පෙරුමාල්,පෙරැමාල්,පෙරුමාල්ං
චන්දන,චන්දන,වත්දන
කුමාර,කුමාර,කුමාර
නම්මුනි,නම්මුනි,ඞඉශනම්මුනි
සිල්වා,ඛඞසිල්ිුවචා,ඛඬඞඝසිල්වා
නුගවෙල,නුගවෙල,නුගවෙල
කුමාරි,කුමාරට,කුමාරි
දිසානායක,දිසානායක,දිසානායය
දිලුෂිකා,ඞඈඇදදිලූෂිනා,දිලුෂිකා
සතිස්කාන්ත්,සනිස්කාන්ත්,සතිස්කාන්ත්ං
දේවිකා,දේවිකාං,දේවිකා
රසිකා,රසබා,රසිකා
රත්නසිරි,රත්නසිරි,රත්නසිරි
සුබස්ති,සුබස්ති,ඛේඞඝසුබස්ති
මෙන්ඩිස්,ශගමමන්ඩ්ස්,මෙන්ඩිස්
ආරච්චිගේ,ආරච්චිගේ,සඈආරච්චිගේ
හසිකලා,හනසිකලා,ඞහසිකලා
චතුරංගි,ඞසඇචතුරංගි,වඑචතුරංගි
ඉලේපෙරුම,ඉලේපෙරුම,ඉලේපෙරුම
පතිරණ,පතිරර,පතිරණා
හිමියාගේ,හිම්යාගේ,හිමියාගේ
රාධගේ,රාධගේ,රාධගේ
කන්දයියා,කන්දයියා,කන්දයියා
දැල්තොට,දැල්තොෙට්,සඅදැල්තොෙට
රයීසා,එසිසා,රයිසා
සංජුල,සංජුල,සංජුලු
බුලුගොඩ,බුලූගොඩ,ඞබුලූගොඩ
නිසංසලා,නිසංසලළා,නිසංසලා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුහම්මදු,මුනම්මටු,ඞේඞහමුහම්මදු
මාරසිංහ,ඞශමාරසිංහ,සලමාරසිංං
මොහමඩ්,මොනමඩ්,ඞමොහමඩ්
රත්නායක,රත්නායක,රත්තායක
වීරසිංහ,විීරසිංහන,ඞඞඨඈවිීරසිංංං
වසන්ත,වසන්ත,වසන්ත
මනුෂ්ක,ඞඈමනුෂ්ඛ,මනුෂ්ක
පත්තිනිගේ,පත්නිනිගේ,ඇපත්තිනිගේ
ලක්ශාන්ත,ඉලකක්‍්ශාන්ත,ලක්ශාන්ත
ජයලත්,ඞපයලන්,ඞඉජයලත්
ලීලාවතී,ලීලාවවී,ලීලාවතී
ජයදාස,රියදාස,ජයදාස
මොහොට්ටි,මොහොට්ට්ං,මොහොට්ටි
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රෂාද්,රාද්,රාද්
බුලත්සිංහලගේ,බුලත්සිංහලගේ,බුලත්සිංහලගේ
දෙමටහැර,දෙමටහැර,දෙමටහැර
වික්‍රමතිලක,වචික්‍රමත්ලක,වික්‍රමතිලය
සම්පත්,සම්පත්,සම්පත්
දමයන්ති,දමයන්නි,දමයන්ති
රාජකුමාර්,රාජකුමාර්,රාජකුමාර්
අවිශ්කා,ඞඅවිශ්කා,අවිශ්තා
අකලංක,අකලංක,අකලංක
සීනියා,ඩීනියා,සීනියා
සමෝදිනි,සමෝදනි,සමෝදිනි
සුප්පයියා,ඞඇසුප්පයියා,ඞසුප්පයියා
සමරතුංග,සමරතාංග,සමරතුංග
අත්තනායක,අත්තනායක,අත්තනායක
නනායක්කාරගේ,නනායක්කාරගේ,නනායක්කාරගේ
විමලදාස,විමලදාස,විමලදාස
රවිචන්ද්‍රන්,ඈඊරචිචන්දුන්,ඛසඋරරචිචන්දුන්
රත්නසේකර,රත්නසේකර,රත්නසේකර
චමලා,චමලා,ඞඑචමලා
සෙනදර,සෙනදර,යසෙනදර
චාමර,චාමර,චාමමුා
රාලලාගේ,රාලලාගේ,රාලලාගේ
සිල්වා,සිල්වා,සිල්වා
සඳරුවන්,සඳරුවන්,ඞසඳරුවන්
පතිරණගේ,පතිරණගේ,පතිරණගේ
මුහම්මදු,ඞමුහම්මටු,ඞමුහම්මදු
ඇන්තෝනී,ඇන්තෝනීං,ඇන්තෝනී
අසන්,අසන්,අසන්
කලුපෙගේ,කලූපෙගේ,කලූඵෙගේ
නිෂාමනී,නිෂාමනී,නිෂාමනී
උදයංගනී,උදයංගනී,උදයංගනී
දඩල්ලගෙයි,දඩල්ලගෙයි,දඩල්ලගෙයි
වහුම්පුරගේ,වහුම්පුරගේ,වහුම්පුරගේ
ගමගේ,ගමගේ,ඞඹගමගේ
වෙඩික්කාර,වෙඩික්කාර,වෙඩික්කාර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
චමුදි,චමුර,චමුද්‍රි
ගල්හේනගේ,ගල්නේනගේ,ගල්හේනගේ
සංකරන්,සංකරන්,ඨසංකරන්
රත්නසිරි,රත්නසිට,ඛඞසඋරත්නසිරි
රහ්මාන්,ඞඈඉරහ්මාන්,රහ්මාන්
රවීන්ද්‍ර,රවින්ද්‍ර,රෛවිත්ද
දයන්ති,දුයන්ති,දයන්ති
සිටිගේ,සිටිගේ,සිටිගශේ
ගයාත්‍රි,ගයාගප්‍ර්‍ර්‍ර,ධඛඞඝඔයාති
ප්‍රනාන්දු,ප්‍රනාන්දු,ප්‍රනාන්දු
සින්නතම්බි,සින්නතම්බ්,සින්නතම්බ්
කුමාර,බමාර,කුමාර
ජෙයාවති,ජජෙයාවති,ජේ‍යයොාවති
සුමතිපාල,සුමතිපාල,සුමතිපාල
ඉරුත‍යරාසා,ඉරැතයරාසා,ඉරුතයරාසාට
රකිනාවසන්,රකිනාවසන්,රකිනාවසන්
පලනි,පලනිං,පලනි
මතඟසිංහ,මතමුසිං,ඞහතමතම්සිංං
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
විමුක්ති,විමුබ්ති,විමුක්ති
නාලිනි,ණාලිනි,නාලිනී
පුවනේන්තිරන්,පුවනේන්තිරන්,පුවනේන්තිරන්
සාහිරා,සාභිරා,ඛධේසඝසාහිරා
අනුර,අනුර,අනතුර
පලීල්,පලල්,පලීල්
කමනී,්‍යකමනී,කමති
වසන්ති,වසන්ති,ධඛඞඝවසන්ති
පේඩිගේ,පේඩිගේ,පේඩිගේ
ජයතිස්ස,අපයනිස්ස,ඞඈශජයතිස්ස
චතුරානි,චතුරානිං,එතුරානි
වීරසිංහ,වීරසිංහ,විරසිංං
ප්‍රේමලාල්,ප්‍රේමලාල්ං,ප්‍රේමලාල්
විතානගේ,වචිතානගේ,වචිතානගේ
සුරවීර,සුරවීර,සුරවීර
අසාර්ඩින්,අසාර්ඩ්න්,ඊඅසාර්ඩීන්
හේවාපතිරණගේ,හේවාපතිරණගේ,හේචාපතිරණගේ
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
දේවගේ,ඞදේවගේ,දේවගේ
පතිරාජ,අශපනිරාජ,පතිරාජ
ගයානි,ගයානි,ගයානි
කින්නරබෝවේ,කින්නරබෝවේ,කින්නරබෝවේ
ජයනිඳු,ජයනිදු,ජයතිද්‍රු
විජේවර්ධන,විජේවර්ධන,විජේවර්ධන
අරියවංශ,ඞසඅර්යවංශ,අරියවචංශන
මීමනගේ,මීමනගේ,ඞඝමීමනගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
තිබාකරන්,නිබාකරන්,තිබාකරන්
සංජීව,ඉසංජපිව,සංජිව
ෂම්ලා,ෂම්ලා,ඞෂම්ලා
පේඩිගේ,ඞජේඩිගේ,පේඩිගේ
මනිවේලු,ඞමනිවේලු,ඞඈමනිවේලුං
මැණිකේ,ඞඇංමැණිකේ,මැණිකේ
ෂෙහානි,ඞෂෙනානි,ෂෙහානි
ෆ්‍රැන්සිස්කු,ල්‍රැන්සිස්කු,ෆ්‍රැන්සිස්කු
මාකලන්ද,මාකලන්ද,මාකලන්ද
කාර්තිගා,කාර්බ්ගා,කාර්තිගා
නිශ්ශංක,නිශ්ශංක,ඉනිශ්ශක
යුතිකා,යුනිකා,සයුතිකා
සුගන්‍යා,සුගන්‍යා,සුගන්‍යා
සෆානා,සෆානා,ඞසෆානා
රාසික්,රාසික්,රාසික්
පේඩිගේ,ඞසපේඩිගේ,පේඩිගේ
රිසිවිකා,රිසිවිකා,ඛේඈරිසිවිකා
සේපාලි,සේපාලි,ඨජසේපාලි
මලවිගේ,ඞමලවිගේ,ඞමලවිගේ
දිල්ශාන්,දිල්ශාන්,ඞසඈදිල්ශාන්
සුමිත්‍රා,සුම්ත්‍රා,සුම්ත්‍රා
ප්‍රියංගනී,ප්‍රියංගනී,ප්‍රියංගනී
පෙරේරා,ඞපෙරේරා,පෙරේරා
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
රාජේද්‍ර,රාජේද්‍ර,රාජේද
හෙට්ටිආරච්චිගේ,හටිටිආරච්චිගේ,හෙට්ටිආරච්චිගේ
රත්නතුංග,රත්නතුංග,ඞසඈඨජරත්නතුංග
එදිරිසිංහ,චිදිරසිංහ,එදිරිසිහගං
පුෂ්ප,පුෂ්මා,පුෂ්ප
ගනේමුල්ලේ,ගනේමුල්ලේ,ගනේමුල්ලේ
බද්දගේ,බද්ද්‍රගේ,බද්දගේ
ජයසේන,ජයසේන,ජයසේන
මැණිකේ,ඞඋජමමැණිකේ,ඞමැණිකේ
රංජනී,රංජනී,රංජනී
විදාන,යවිදාන,විදාන
තිලකරත්න,තිලකරත්න,තිලකරත්න
ජුවන්,ජුවන්,අංජුවක්
ජයන්ත,ජයන්ත,ජයන්ත
ලියනගේ,ලියනගේ,ලියනගේ
කුමාර,කුමාර,කුමාර
අගම්පොඩිගේ,අගම්පොඩිගේ,අගම්පොඩිගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ධර්මසේන,ධර්මසේන,ධර්මසේන
මාසකෝරාළ,මාසකෝරාළ,මාසකෝරාළ
චතුරංග,චතුරංග,ඞචතුරග
ගයාන්,ගයාන්,ගයාන්
මොහමඩ්,මොනමඩ්,ඞමොහමඩ්
පාත්තිමා,පාත්තිමා,ඞපාත්තිමා
විතානගේ,චිතානගේ,විතානගේ
පටබැඳිගේ,පටබැඳිගේ,පටබැඳිගේ
නන්දාවතී,නන්දාවතී,ඞඉනන්දාවතී
ගමගේ,ගමගේ,ගමගේ
ප්‍රදීප්,පදප්,ප්‍රදීප්
රොෂේන්,රොෂේන්,රොෂේන්
වඩුගේ,ඛඬඞවචඩුගේ,වඩුගේඞ
රාසයියා,රාසයියා,රාසයියා
රෙජිනෝල්ඩ්,රෙපිනෝල්ඩ්,රෙජිනෝල්ඩ්
රස්ලාන්,ඞඈරස්ලාන්ං,රස්ලාන්
කරුණානායකගේ,කරැණානායකගේ,කරුණානායකගේ
රණසිංහ,රණසිංහ,රණසිංහ
මඩපාතගේ,මඩපාතගේ,මඩපාතගේ
මදුසංඛ,මදුසංඛ,මදුසඛ
සච්චිදානන්දන්,සච්චිදානන්දන්,සච්චිදානන්දන්
දිනේෂ්කුමාර්,දිනේෂ්කූමාර්,දිනේෂ්කූමාර්
වින්තුසන්,ඞවින්තුසන්,වචින්තුසන්
මිරිහාන,ඞමිර්ඝාන,මිරිහාතා
රවිදු,රවිදු,රවිදු
මොහමඩ්,මොනමඩ්,ඞමොහමඩ්
පරනවිතාන,පරනචිතාන,පරනච්තාන
