original,Malith,Abhaya
සෙම්බුකුට්ටිගේ,සෙම්බුකුට්ටිගේ,බෙම්බුකුට්ටිගේ
සුරාජ්,සුරාජ්,සුරාජ්ං
මනණ,මනණ,මනණ
ඉල්ලවතුරේ,ඉලේලවනුරේ,ඉල්ලවතුරේ
පාදේනි,පාදේනි,ේසශඨපාදේනි
ප්‍රියන්ත,ප්‍රියන්න,ප්‍රියන්ත
තිල්ලයියම්පලම්,නිල්ලයියමිපලමි,තිල්ලයියම්පලම්
ස්වර්ණලතා,ස්වර්ණනනා,ස්වර්ණලතා
අප්පුවාවඩු,අප්පුවාවඩුූ,අප්පුවාවඩු
නිසංසලා,නිසංසලළා,නිසංසලා
පද්මිනි,පද්මීිනි,පද්මිනි
එකනාදන්,එචකනාදන්,එකනාදන්
අක්කාගේ,අක්කාගේ,අක්කාගේ
ජයසිංහ,ජයසිංං,ජයසිං
ජයසිංහ,ජයසිංහ,ජයසිංහ
චතුර,එතර,චතුර
අනුලාවති,අනුලාවනි,ඞඝඅනුලාවති
පටබැඳිගේ,පටබැඳිගේ,පටබැඳිගේ
පනම්බර්ගේ,පනම්බර්ගේ,පනම්බර්ගේ
පීරිස්පුල්ලේ,පිීරස්පුල්ලේ,පිීරිස්පුල්ලේ
විජේකෝන්,චිපජේකෝන්,විජේකෝන්
තුෂාර,බාර්,නුෂාර
සෝමලතා,සෝමලනා,සෝමලතා
නවෝදා,නවෝදා,නවෝදා
අල්ලලහේවගේ,අල්ලලභේවගේ,අල්ලලගහේවගේ
අන්දරලාගේ,අන්දරලාගේ,අන්දරලාගේ
රදාගේ,එදාගේ,රදාගේ
ක්‍රිස්ට්‍රි,බ්‍රිඩට්‍ර්ය,ක්‍රිස්්‍ර්‍රි
ගල්ලව,ගල්ලව,ගල්ලව
බද්දල,බද්දලල,බැලු
සංඛපාල,සංඛපාල,ඞශසංඛපාල
ගුරුගේ,ගුරුගේ,ගුරුගේ
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
දිසානායක,දිසානායක,දිසානායක
උපේක්‍ෂා,උජපේක්ෂා,ඞඈඋපේක්ෂා
දිනතුල්,දිනතල්,ඞඈඉදිනතුල්
බැබිලේ,බැබලේ,බැබිලේං
ඉරේෂා,ඉරේෂා,ඉරේෂා
බිංද්‍යානි,ඞඝඅබ්ංද්‍යානි,බිංද්‍යානි
ආකිල්,ආකිල්,ආකිල්
තවරුබන්,තචරුබන්,තවරුබන්
දයාගරන්,දයාගරන්,දයාගරන්
ජයසුන්දර,ජයසුන්දර,ජයසුන්දර
විජේසිංහ,ඞඇචිපේසිංහ,ඞඇඅවිපේසිංහ
චන්ද්‍රසිරි,වන්දුසිර්,ඞඉචන්දසිරදි
විජේසිංහ,චිජේසිංහන,විපේසිංං
කොන්ගනිගේ,කොන්ගනිගේ,කොන්ගනිගේ
