original,Malith,Abhaya
ගෙදර,ගෙදර,ගෙර
නිලානි,නිලානි,ඞනිලානි
අලහප්පෙරුම,අලහප්පෙරුම,අලහප්පෙරුම
වනිගසූරිය,චනිගසූරය,වනිගසූරිය
සේමසිංහ,සේමසිංග,සේමසිංහ
මුස්නි,මුස්නි,මුස්නති
හංසක,හංසක,හංසක
රුක්ෂානි,ශඈජරැකක්‍ක්ෂානි,රුක්ෂානිං
සුප්පයියා,සුප්පයියා,සුප්එයියා
රත්නායක,රත්නායක,රත්නායක
මොරගොල්ලේ,මොරගොල්ලේ,මොරගොල්ලේ
පාර්තීපන්,එාර්ඞ්පන්,පාර්තීපන්
සුප්පයියා,සුප්පයියා,සුප්පයියා
ගම්පලගේ,ගම්පලගේ,ඞගම්පලගේ
හොඳමුණි,හොඳමුණි,ඨඋඤගොඳමුණි
බුද්ධසිරි,යබුද්ධයිය,බුද්ධසිගදයි
ෆායිනා,ෆායිනා,ෆායිනා
දිසානායක,දිසානායක,දිසානායය
කඳුබොඩ,කඳුබොඩ,කදුබොඩ
මොහොට්ට්,මොහොට්ට්,මොහොට්ට්ං
පාදුක්කගේ,පාදුක්කගේ,පාදුක්කගේ
නිමේෂා,නිමේෂා,නිමේෂා
අස්වර්,අස්වර්,අස්වර්
මොහමඩ්,මොනමඩ්,මොහමඩ්
සිල්වා,සිල්වා,සිල්වා
හෙට්ටිආරච්චි,හෙට්ටිආරච්චි,හෙට්ටිආරච්චිං
කුමාර,කුමාර,කුමාර
අබ්දුල්,අබදුල්,අබදුල්
බොරළුගොඩගේ,බොරළුගොඩගේ,බොරළුගොඩගේ
ගමරාල්ලාගේ,ගමරාල්ලාගේ,ගමරාල්ලාගේ
හේවාගේ,ඞගහේවාගේ,හේවාගේ
මුතුහරණගේ,මුතුහරණගේ,මුතුහරණගේ
කුමාර,කුමාර,ඞකුමාර
ලෙවන්ගම,ලෙවන්ගම,ලෙවන්ගශම
ධම්මිකා,ෘඈධම්ම්කා,ධඩම්මිකා
දෙල්ගස්දෙනියේ,දෙල්ගස්දෙනියේ,දෙල්ගස්දෙනියේ
දණ්ඩසිංහ,දුණ්ඩසිංහ,අදණ්ඩසිං
සලිකා,සලිකා,සලිකා
මදාරා,මදාරා,මදාරා
කුමාරි,දංබුමාරිය,කුමාරි
ගෙදර,ගෙදරං,ගෙදර
උළුවිටියෙ,ඞඅඋළුවිටිය,උළුවිටියෙ
නාරංවිට,නාරංචිට,ඞඇනාරංචිධං
ජීවන්,පවන්,වීවනත්
සාරංගි,සාරංගි,ඞසාරංශි
ජෙස්ටිරාජා,ජජෙස්ට්රාජා,ජෙසටිරාජා
හංගලි,හංගලි,හංගලි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නිමේෂා,නිමේෂා,නිමේෂා
කරුනාරත්න,කරැනාරත්න,කරුනාරත්න
අනුරාධා,අනුරාධාං,අනුරාධා
ජයවික්‍රම,ජයවික්‍රම,ජයවික්‍රම
මහගුරුගේ,මනගුරුගේ,ඞමහගුරුගේ
ලේකම්ලාගේ,ලේකම්ලාගේ,ලේකම්ලාගේ
ගමගේ,ගමගේ,ගමගේ
රිෂාධා,උඑපාධාං,රිෂාධා
කුරණගේ,කුරණගේ,කුරණගේ
අංකුඹුරේ,අංකුඹුරේ,අංකුඹුරේ
චිත්‍රානන්ද,චිත්‍රානන්ද,චිත්‍රානන්ද
මුලෙල්,ඞමුලෙල්,මුලෙල්
ඩයස්,ඩයස්,ඩයස්
මධුශංඛ,ඞමධුශංඞ,මධුශංඛ
දීකිරිකෑ,දිනිව්ඛඵබ,දීිතිරිකාු
මනතුංග,මනතුංග,මනතුංග
ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ
පනාගොඩගේ,පනාගොඩගේ,පනාගොඩගේ
බංඩාර,බංඩාර,බංඩාර
ෆ්‍රැන්සිස්කු,ශ්‍රැන්සිස්කු,ෆ්‍රැන්සිස්කු
ජෙයමෝගන්,ජෙයමෝගන්,ජෙයමෝගන්
සඳමාලි,සඳමාලි,සඳමාලි
මදුෂානි,ඞමදුෂානි,මදුෂානි
මදුරප්පෙරුමගේ,මදුරප්පෙරැමගේ,මදුරප්පෙරුමගේ
චන්ද්‍රිකා,චන්දිධා,චන්දිකා
පෙරේරා,පෙරේරාමං,පෙරේරා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
