original,Malith,Abhaya
උපුල්,යඋපුල්,උපුල්
අග්ගලගේ,අග්ගලගේ,ඞඅග්ගලගේ
ගිහාන්,ගිහාන්,ගිහාන්
මාදුගැට,මාදුගැට,මාදුගැට
බරණගල,බරණගල,බරණගල
වලිසුන්දර,චලිසුන්දරර,වලිසුන්දර
චංකා,චිංඛබා,එචකා
වීරසිංහ,වීරසිංහ,වීරසිංහ
පතිරණගේ,පතිරණගේ,පතිරණගේ
ගුනරත්න,ගුනරත්න,ගුනරත්න
යාදවන්,යාදවන්,සාදවන්
රම්බංඩා,රම්බංඩා,ඞරම්බංඩා
ඉක්රා,කරා,ඉකරා
ඉස්මායිල්,ඉඑස්මායිල්,ඉස්මායිල්
වසීලා,වසිලා,වසීලා
මදුමාලි,මදුමාලි,ඞඉමදුමාලි
ගෙදර,ශෙරර,ගෙදර
රවූප්,රචුප්,රජ්
නදිෂ්කා,නදිෂ්කා,නදිෂ්කාං
නර්මදා,නර්මදා,නර්මදා
සහන්,සසනන්,සහන්
සඳමාලි,ඞඕසඳමාළලි,සඳමාලිං
කුසුමලතා,කුසුමලතා,කුසුමලතා
තංගරාසා,බංගරාසා,තංගරාසා
විජේතුංග,විජේතුංග,ඞචිපේතුංග
කොස්ඉන්න,කොස්නනේන,කොස්ඉන්න
හුසෙයිනා,හුසෙයිනා,හුසෙයිනා
ධම්මිකා,උඅඩධම්මිකා,ධම්මිකා
ධර්මසිරි,ධර්මසිට,ධර්මසිරි
සචිනි,සවිනි,සචිනි
ප්‍රසන්න,ප්‍රසන්න,ඞඈඉප්‍රසන්න
පවිත්‍රා,පවිටා,පවිත්‍රා
සංඝපාල,සංඝපාල,ශසංඝපාල
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
ලියනගේ,ලියනගේ,ලියනගේ
අශේන්,ඞඅශේන්,ඤඅශේන්
දිල්රුක්ෂ,ඞඈදිල්රාක්ෂ,ඞඈඋදිල්රුක්ක
පීරිස්,පිරට්ස්,පිරිය
රෂිල්,රඊච්,රමල්
සංකලන,සංකලන,සංකලන
තිරුචෙල්වම්,නිරැචෙල්වව්,තිරුචෙල්වම්
ඉලංකෝවන්,මලලෙංකෝචන්,ඉලංකෝචන්
සමන්ත,සමන්ත,සමන්ත
ලෝහනාතන්,ලෝහනානන්,ලෝහනාතන්
තෂ්ම්,තම්,තම්
මුහම්මඩ්,මුහම්මඩ්ි,මුහම්මීඩ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මනමේන්ද්‍ර,මනමේන්දු,මනමේන්ද
රත්නායක,රත්නායක,රත්නායක
පතිරන්නැහේලාගේ,පතිරන්නැහේලාගේ,පතිරන්නැහේලාගේ
ආරච්චි,ආරච්චි,ආරච්චි
විතානගේ,චිතානගේ,විතානගේ
දිල්රුක්ෂි,දිල්රුක්ෂි,දිල්රුක්ෂි
අමලනාතන්,අමලනාතන්,අමලනාතන්ං
තාමෝදරම්පිල්ලයි,තාමෝදරම්පිල්ලයි,තාමෝදරම්පිල්ලයි
සෙනවිරත්න,සෙනවිරත්න,සෙනවිරත්න
පන්ඩිතරත්න,පන්ඩිතරත්න,පන්ඩිතරත්න
ගෙදර,ගෙදර,ගෙදර
ගයාන්,ගයාන්,යොන්
ධම්මික,ධම්මික,සහගධම්මික
ප්‍රසාදිකා,ප්‍රසාදිකා,ඞඇප්‍රසාදිකා
හේතුහාමිගේ,හේතුනාම්ගේ,හේතුගාම්ගේ
රොෂාන්,ේශරොෂාන්,රොෂාන්
මලිඳු,මිළිඳු,මලිදු
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
සුමිත්‍රා,යසුමිට්‍රා,සුමිත්‍රා
දිල්හාරා,ඞඈඇදිල්නාරා,දිල්හාරා
මිශෙල්,ම්ශෙල්,මිශෙල්
අබ්දුල්,අබ්දුල්,ඞඅබදුල්
පාණ්ඩියන්,පාණ්ඩියන්ං,පෘණ්ඩියන්
එගොඩආරච්චිලාගේ,චගොඩආරච්චිලාගේ,එගොඩආරච්චිලාගේ
සුජීව,සුරිව,සුජිව
මුහම්මද්,මුහම්මද්,මුහම්මද්
රත්නායක,රත්නායක,රත්නායක
ප්‍රනාන්දු,ප්‍රනාන්ද්‍රද්‍ර,ප්‍රනාන්දු
සඳරුවන්,සඳරුවන්,සඳරුවන්
දෙවගෙදර,දෙවගෙදර,දෙවගෙදර
අඹගහකොටුවේගෙදර,අඔගහකොටුවේගෙදර,අඹගගකොටුවේගෙදර
නියාස්,නියාස්,නියාස්
නීලවල,නීලවල,ඞනීලවල
ක්‍රිශාන්ත,බච්‍රිශාන්න,හඇක්‍රිශාන්තන
මුතුකුට්ටි,මුතුබුට්ටි,මුතුකූට්ටි
කුයින්ටස්,කුයින්ටස්,කුයින්ටස්
දිසානායක,දිසානායක,දිසානායක
ප්‍රසන්න,ප්‍රසන්න,ච්‍රසන්න
මධුසංඛ,මධුසංඛ,ඉමධුසඛ්
බස්නායක,බස්නායක,ඞබස්නායක
