original,Malith,Abhaya
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පියරත්න,පියරත්න,වියරත්න
ලක්ෂාන්,ේසඞලක්‍ෂාන්,ලක්ෂාන්
තාරක,තාරක,තාරක
වසන්ති,වසන්ති,චසන්නි
ලේදිකා,ලේළීකා,ලේදිකා
සෝමවතී,සෝමවතී,සෝමවතී
මද්දුම,මද්දුම,මද්දුම
නිපුන,නිපුන,නිපුන
චන්ද්‍රරත්න,චන්ද්‍රරත්න,එචන්දරත්න
උම්මා,උම්මා,උම්මා
චාල්ස්සුදර්ශන්,චාල්ස්සුදර්ශන්,චාල්ස්සුදර්ශන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
වන්නිනායක,වන්නිනායක,වන්නිනායක
අජිත,බරිත,අජිත
නාතප්පුලාගේ,නාතර්පුලාගේ,නාතප්පුලාගේ
දේවගේ,දේවගේ,දේවගේ
කල්‍යාණි,කල්‍යාණිං,කල්‍යාණි
ඉන්දික,මන්දික,ඉන්දික
සුනේක,සුනේක,සුනේක
සුමාලි,යසුමාලි,සුමාලි
දෙලන්කා,දෙලන්කා,ඞදෙලන්කා
එඩේරවසම්,චිඩ්‍රෙවසම්,එඩේරවසම්
විජේනායක,විජේනායක,විජේනායක
බාකිර්,බාබර්,බාකිථ
අරුමාදුර,අරැමාදුර,ඞඅරුමාදුර
දිනංජිනී,දිනංජපිනී,දිනංජීනී
අහංගම,අහංගම,අගංගම
සත්සරනී,සත්සරනී,ඞඝඈසත්සරනී
කෞෂාන්,කෞෂාන්,කෞෂාන්
කුමාර,කුමාර,කුමාර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
පියවතී,වියවබල්ි,ඉවියවතී
ජයරත්න,පයරත්න,ජයරත්න
වීරක්කොඩි,වීරක්කොඩි,වීරක්කොඩි
එරංගි,චඑරංගි,එරහි
කෝස්ම,ඬඞඝකෝස්ම,ඞකොෝස්ම
ලයනල්,ලයනල්,ලයනල්
වික්‍රමසිංහ,විඛ්‍රමසිංහ,වික්‍රමසිං
කාන්චනමාලා,කාන්චනමාලා,කාන්චනමාලාටං
මොහමඩ්,මොහමඩ්,මොහමඩ්
නසීවියා,නසීවියා,නසීවයා
ජගත්,පනත්,මූජනත්
ජයලාල්,පිඨලාල්,ජයලාල්
විතාරන,චිතාරරන,ඞචිතාරරනර
කුමාර,කුමාර,කුමාර
මුබාරක්,ඞමුබඛාරක්,ඛඞඝමුබාරක්
පුංචිහේවාගේ,පුංචිහේවාගේ,පුංචිහේවාගේ
සුමනසිරි,සුමනසිරි,සුමනසිරි
වත්තේ,චත්න්,වත්තේ
අබ්දුල්,අබ්දුල්,අබ්දුල්
කුමාර,බමාර,කුමාර
ලියනගේ,ලියනගේ,ලියනගේ
ගමාච්චිගේ,ගමාච්ච්ගේ,ගමාච්චිගේ
වරුසපු,වචරුසටරු,වරුසපු
මධුශානි,ඞඈමධුශානි,ඛඞමධුශානි
ශාරිකා,ශමාර්කා,ශාරිකා
පෙරේරා,පෙරේරා,පෙරේරා
මත්පෙත්ත,මන්පෙත්න,හතමත්පෙත්ත
ඉස්මායිල්,එස්මායිල්,ඞඉස්මායිල්
තශාන්තන්,නශාන්තන්,ත්‍යශාන්තන්
අඹතලේ,අඹතලේ,ඞඔඅඹතලේ
සිරිබාල,ඞසිරිබාල,ඞඇසිරිබාල
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
පතිරනගේ,පතිරනගේ,පතිරනගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දිසානායක,දිසානායක,දිසානායක
කංකානන්ගේ,කංකානන්ගේ,කංකානන්ගේ
රසාරා,රසාර,රසාරා
කුමාර,කුමාර,කුමාර
වඩුවදෙනිය,වඩුවදෙනිය,වඩුවදෙනිය
අස්පාක්,අස්පාක්,ඞඈඇඅස්පාක්
ශ්‍රියානි,ශ්‍රියානි,ශ්‍රියානි
රන්දුනුගේ,උරන්දුනුගේ,ජරන්දුනුගේං
පෑලිගේ,ඞපෑලිගේ,පැලිගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
වීරසිංහ,චීරසිංහග,වීරසිංහ
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
සොක්කනාදන්,සොක්කනාදන්,සොක්කනාදන්ට
රන්වලගේ,රන්වචලගේ,රන්වලගේ
ඉස්මා,ඉසේමා,ඉස්මා
මොහොප්පුගේ,මොහොප්පුගේ,මොහොප්පුගේ
ධර්මසිරි,ධර්මසිර්,ධර්මසිරි
රවීන්ද්‍රන්,රවින්දුන්,රවින්දන්
තෙන්නකෝන්,තෙන්නකෝන්,තෙන්නකෝන්
ෂන්මුගලිංගම්,ෂන්මුගලිංගම්,ෂන්මුගලිංගම්
සඳමාලි,සඳමාලි,සඳමාලි
රන්කොත්පේඩිගේ,රන්කොත්පේඩිගේ,රන්කොත්පේඩිගේ
ප්‍රගාෂම්,ඞඈප්‍රගාෂමම්,ඞසඝප්‍රගාෂම්
උපුල්,උපුල්,උපුල්
දිනුෂ,දුනුෂු,දිනූෂ
සේනරත්න,සේනරත්න,සේනරත්න
අජිත්,අපත්,අර්ත්
මුත්තුලිංගම්,මුත්තුලිංගම්,මුත්තුලිංම්ං
අයේෂා,අයේෂා,අයේෂා
මධුරංග,ඞමධුරංග,මධුරංග
අන්තෝනිගේ,අන්තෝනිගේ,අන්තෝනිගේ
ජබාර්,එබාර්,ජබාර්
ජෙයිනුදීන්,ජජෙයිනුදින්,ජෙයිනුදීන්
මධුශිකා,ඞසමධුෂිකා,මධඩුශිකා
රුවනි,රුවනි,රුවනි
වෑඋඩගේ,ඞවෑළඋඩගේ,වැඋඩගේ
දිමුත,දිමුතු,දිමුත
අනෝමා,අනෝමා,අනෝමා
පතිරණ,ඞපතිරණ,පතිරණ
උපමාලි,උපමාලි,ඞශඋපමාලි
ආසිරි,ආසිර,ආසිරි
සේදිරිස්,සේප්ර්ස්,ඞසසේදිරිස්
කුමාර,කුමාර,කුමාර
නීලමේගම්,නීලමේගම්,නීලමේගම්
මරිනෝ,මනෝ,ඞමරිනෝ
චාන්දනී,චාන්දනී,උඇචාන්දනනීි
වික්‍රමසූරිය,විටක්‍රමසූරය,වික්‍රමසූරිය
ලියන,ලියන,ලියනය
ඉස්මාලෙබ්බේ,ඉස්මාලෙබ්බේ,ඉස්මාලෙබ්බේ
විජේසිංහයලාගේ,විජේසිංහයලාගේ,විජේසිංහයලාගේ
ජයසිංහ,ඞජයසිංං,ජයසිංං
පබදරී,එබඳර්,එබදර්
කෝවිලගේ,කෝවිලගේ,කෝවිලගේ
ජයසිංහ,ජයසිංං,ජයසිංංං
බාලචන්දිරන්,බාලචන්දිරන්,බාලචනදිරන්
ක්‍රිස්තෝගු,බ්‍රිස්තෝගු,ක්‍රිස්තෝගු
දම්කොටුවගේ,දුම්කොටුවගේ,දම්කොටුවගේ
කොහිලමුල්ල,බොහිලමුල්ල,කොහිලමුල්ල
රාළහාමිල්ලාගේ,රාළහාමිල්ලාගේ,රාළගාමිලලාගේ
පේමචන්ද්‍ර,පේමචන්ද්‍ර,පේමචන්ද
ශ්‍රීප්‍රියා,ශ්‍රීපියා,ශ්‍රීපියා
විමලසිරි,ඞඅවචිමලසිට,විමලසිරදි
බේබිනෝනා,බේඛිනෝනා,බේබිනෝනා
තුෂාර,තුමාර,තුෂාර
සංජීව,සංපීව,සංජීව
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
විජේරත්න,විජේරත්න,ඞචිජේරත්න
තිලකරත්න,නිලකරත්න,තිලකරත්න
රිෆ්කාන්,ඞසරෆ්කාන්,රිල්කාන්
විජේරත්න,වචිපේරත්න,ඞවිපේරත්න
දර්ශන,දර්ශන,දර්ශන
මොහොට්ටිගේ,මොහොට්ට්ිගේ,මොහොට්ටිගේක
විතානගේ,චිතානගේ,විතානගේ
මදුවන්ති,මදුචවන්ති,ඞහතමදුවන්ති
සිසිර,සිසිර,සිසිර
ඒකනායක,චිඛනායක,ඒකනායක
කුරුප්පුමුදියන්සේලාගේ,ුරැප්පුමුදියන්සේලාදේ,තුරුප්පුමුදියන්සේලා
බලාපුවඩු,බලාපුවඩුූ,බලාපුවවූ
ශලින්ද,ශලින්ද,ශලින්ද
හකුරුලාගේ,හකුරැලාගේ,ගකුරුලාගේ
ප්‍රේමතිස්ස,ද්‍රේමනිස්ස,ප්‍රේමතිස්ස
පතිරණලාගේ,පනිරණලාගේ,පතිරණලාගේ
වීරකෝන්,වීරකෝන්,වීරකෝන්
උදයංගනී,උදයංගනී,උදයංගන්
කුඹලාතර,කුඹලාතර,ඞඝඉකුඹලාතර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සාහිර්,යසාහරි,සාර්
