original,Malith,Abhaya
ගාමිණී,ගාම්තා,ගෘම්්ආඅ
සෝමපාල,සෝමපාල,සෝමපාල
පකිර්,පහිර්,රතීර්
සිල්වා,සිල්වා,සිල්වා
අංගමුත්තු,අංගමුතතු,අංගමුත්තු
පෙරේරා,පෙරේරාං,පෙරෙරා
පමුදික,පමුදුක,පමුදික
පෙරේරා,පෙරේරා,පෙරේරා
වර්ණකුලසූරිය,වර්ණකඛුලසූරය,වර්ණකුලසූරිය
සුදන්ත,සුදන්ත,සුදන්ත
අබේදීර,අබේදීර,අබෙදීර
තිලකරත්න,තිලකරත්න,තිලකරත්න
දිනේෂ්,දිනේෂ්,දිනේෂ්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
සුදාශිනි,ඞඉසුදාෂිනි,සුදාශිනි
ධර්මලිංගම්,ධරදමලිංගමි,ධර්මලිංගම්
මුදියන්සේ,මුදියන්සේ,මුදියන්සේ
ලියද්ද,ලියදද,ළියද්ද්‍ය
කුසුමාවතී,කුසුමාචනී,කුසුමාවතී
විජිතකුමාරි,වචිපිනතකුමාර,විජිතකුමාරි
උයන්ගොඩ,උයන්ගොඩ,උයන්ගොඩ
කලුපහන,කලූපහභන,කලූඵපගන
ප්‍රභාත්,පඑ්‍රහාත්,ප්‍රභාත්
පද්මා,පද්මා,පද්මා
සේනානායක,සේනානායක,සේනානායක
නාගරාසා,නාගරාසා,නාගරාසා
ගුණරත්න,ගුණරත්න,ඞගුණරත්න
කෞශ්‍යල්ල,කෞශ්‍යල්ල,කොෞශ්‍යල්ල
කේෂලා,කේෂලා,ඞකේලො
වැලිකල,චැලිකිළ,ඞවැලිකල
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ශානිකා,ශානිකා,ශානිකා
ඩයස්,යඩයස්,වයස්
තක්ෂිලා,ඞතකක්‍්ෂලා,ඞතකක්‍්ෂිලා
මරෙක්කාන්,මරෙක්කාන්,මරෙක්කාන්
ගර්දිහේවා,ගර්ද්‍රිනේවා,ගර්දිහේවා
ශ්‍රියාණි,ඞශඡ්‍රියානි,ශ්‍රියානි
තලගල,තලගල,ඞතලගල
පොල්පිටිගේ,පොල්පිටිගේ,පොල්පිටිගේ
වීදාගම,වීදාගග,ංවිදාශග
චතුරානී,ඞචතුරානී,චතුරානී
බමුණුසිංහ,බමුණුසිංහ,ඞඈඅබමුණුසිං
වනසිංහ,එචනසිංහ,ඛඬඇඉවනසිංංං
මානෙල්,මානෙල්,මානෙල්
කට්ටාඩිගේ,කට්ටාඩිගේ,කට්ටාඩිගේ
පනම්බර,පනම්බර,ඞපනම්බර
දිසානායක,දිසානායක,දිසානායක
සඳරුවන්,සඳරුවන්,ඞඈසඳරුවන්
ධනුෂ්ක,ේසධනුෂ්කඛක,ධනුෂ්
ගමගේ,ගමගේ,ඞේගමගේ
ප්‍රනාන්දු,ඞඇප්‍රනාන්ද්‍ර,හඇඅප්‍රනාන්ද්‍ර
මුහම්මද්,මුහම්මද්,ඈලමමුහම්මද්
සමන්,සිමන්,සමන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සිල්වා,සිල්වා,සිල්වා
හරුන,ඞඛහරුන,ටහරුන්
ගෙදර,ගෙදර,ගෙදර
විජයසේන,වචිජයසේන,චිජයසේන
වියන්නලා,වියන්නළනා,වියන්නලා
ප්‍රියදර්ශණ,පියදර්ශණ,ප්‍රියදර්ශණ
රාජපක්ෂ,රාජපක්ෂ,ඞඉරාජපක්ෂ
මලවිය,මලවය,මලවිය
ප්‍රානාන්දු,ඞර්‍රානාන්දු,ප්‍රානාන්ද්‍ර
සමරකෝන්,සමරකෝන්,සමරකෝන්
සංජීව,සංජීව,සංජීව
නිර්මානි,නිර්මානි,නිර්මානි
ඇනස්ටන්,අඇනස්ටන්,ඇනස්ටන්
මනවදානන්,මනවදානන්,මනවදානන්ං
පැට්ට්‍රික්,පැටිට්ික්,පැටටික්
ප්‍රියදර්ශන,ප්‍රියදර්ශන,ප්‍රියදර්ශන
සව්කෙන්ද,සච්කෙන්දං,සචිකෙන්ද
දිනේෂා,අදදිනේෂා,හඞඇදිනේනම
චන්ද,චන්ද්‍ර,චන්ද
මියලිංගම්,මියලිංගම්,ඞමීියලිංගමි
ඉමේෂා,ඈමවමේෂා,ඉමේෂා
අමරසිංහලාගේ,අමරසිංහලාගේ,අමරසිංහලාගේ
රියාල්,දියාල්ට,රියාල්
විජේකෝන්,විජේකෝන්,විජේකෝන්
රශ්මිණි,රශ්ම්ිනි,රශ්මිනි
මහේෂ්කුමාර,මනේෂ්කූුමාර,මහේෂ්කුමාර
තිලාන්,තිලාන්,තිලාන්
අශෝක,අශෝක,අශෝකං
ජයසූරිය,ජයසූරය,ජයසූරිය
ජයකොඩි,ජයකොඩි,ජයකොඩි
කවිශ්ක,ේසකවිශ්තේ,කවිශ්තක
ඇකිරියගල,ඇකිරියයල,ඇකිරියල
ප්‍රනාන්දු,ප්‍රනාන්දු,ඞසඈප්‍රනාන්ද්‍රං
සාවල්,සාවල්,සාවල්
මනෝරාණි,මනෝරාණි,ඞමනෝරාණිං
සම්පත්,සම්පත්,ඝඇසම්පත්
ජයසේකර,ජයසේකර,ජයසේකර
නිත්‍යානන්දන්,නිත්‍යානන්දන්,නිත්‍යානන්දන්
සෙන්තමිල්සෙල්වන්,සෙන්නමිල්සෙල්වන්,සෙන්තම්ල්සෙල්වන්
තොසයින්ගේ,තොසයින්ගේ,තොසයින්ගේ
රෝහිණී,රෝසනීට,රෝසි
සෝමවීර,සෝමවීර,සෝමවීර
ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ,ආරච්චිල්ලාගේ
අමානි,අමානි,අමානි
හංසිකා,හංසිකා,හංසිකා
සුමනාවතී,සුමනාවතී,සුමනාවතී
නිල්මිණි,ඞනිල්මිනි,නිල්මිනි
කුලේන්ද්‍රන්,කුලේන්දුන්ං,කුලේන්දුන්
