original,Malith,Abhaya
සුවන්දුරු,සුවන්දුරු,සුවන්දුරු
දුරයලාගේ,දුරයලාගේ,දුරයලාගේ
තෙල්ගේ,ඞතෙල්ගේ,ඞතෙල්ගේ
නඳුන්,නළඳුන්,නඳුන්
කාසිචෙට්ටි,කාසිවෙට්ට්,කාසිවෙට්ට්
අඹවත්ත,අඹවත්න,ඞඅඹවත්ත
පතිරණගේ,පතිරණගේ,ඞතපතිරණගේ
ගාමිනී,ඞඇඉගාම්නී,ගාමිනී
සුදුහකුරු,සුදුනකුරු,සුදුහකුරු
තන්ත්‍රිගේ,ඞතන්ත්‍රිගේ,තන්ත්‍රිගේ
මදූෂ,මදුමෂු,වැර
වේරගමගේ,වේරගමගේ,වේරගමගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
මාර්ෂියන්,මාර්ෂියන්,මාර්ෂියන්
ග්රේෂන්,ග්රේෂන්,ඞඝගශ්රේෂන්ං
සමන්ති,සමන්ති,සමන්ති
මධුමාලි,මධුමාලි,මධුමාලි
සසන්තා,සසන්තා,සසඝන්තා
දේවින්දි,ඛඬඤජදදේවින්දි,දේවින්ද
හේරත්,හේරත්,හේත්
විතාන,චිතාන,විතාන
අල්ස්මත්,අල්ස්මත්,අල්ස්මත්
හෙට්ටිආරච්චිගේ,හටිටිආරච්චිගේ,හෙට්ටිආරච්චිගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුස්තෆා,ඞමුස්තෆා,මුස්තෆලා
පල්ලිය,පල්ලිය,පල්ලිය
ප්‍රනාන්දු,ඞඇඉළ්‍රනාන්දු,ප්‍රනාන්ද්‍ර
දහනක,දනනන,දහභනක
ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර,ප්‍රනාන්දු
මහපා,මනපා,මහපා
හේරත්,නේරත්,හේරත්
ගෙදර,ගෙර,ගෙදර
නුවන්ති,නුචන්ති,නුචන්ති
ආරියදාසගේ,ආර්යදාසගේ,ආරියදාසගේ
