original,Malith,Abhaya
ෆාතිමා,ෆාතිමා,ෆාතිමා
මොහම්මදු,මොහනම්මටලු,ඞමොහම්මදු
දිල්හානි,ේඈදිල්ඡානි,ඞදිල්ශානි
ජිනරංජි,පිනරංජිං,ජිනරංර
පියුමි,දපියුම්,ජියුම්
ඔරීන්,ඔර්න්,ඔරින්
නිලන්ති,නිලන්ති,නිලන්ති
කෂ්චුලා,කෂ්චුලා,කෂවචුලා
හෙට්ටිවිදානලා,හෙටිට්විදානලා,හෙට්ටිවිදානලා
විතාරමලාගේ,චිතාරමලාගේ,චිතාරමලාගේ
වැඩිප්පුලි,වැඩිප්පුලි,වැඩිප්පුලි
සුමනාවති,සුමනාවතී,ඞසසුමනාවති
අනෝමා,අනෝමා,අනෝමා
ඉනෝෂා,ේඞඉනෝෂා,ඞඉනෝෂා
හිරුණි,හිරැනි,හිරුණි
නිසංසලා,නිසංසලාං,නිසංසලා
විමලසිරි,වචිමලසිට,ඞඞවිමලසිරදයි
චන්ද්‍රිකා,චන්දිකා,චන්දිකා
බේගම්,ඞේඞඛබේගම්,ඛඞඝඛඞබේගම්
මොහොම්මදු,මොහොම්මදු,මොගොම්මදු
පහලගෙදර,පහලගෙදර,පහලගෙදර
සිල්වත්ගෙයි,සිල්වන්ගෙයි,සිල්වත්ගෙයි
කරුණාරත්න,කරැණාරත්න,කරුණාරත්න
යසීදන්,සසිදුන්,ඞයසිඳුන්
ප්‍රියන්ති,ප්‍රියන්නි,ප්‍රියන්ති
තුවාන්,තුවාන්,තුවාන්
සින්නතම්බිපිල්ලේ,සින්නතම්බ්පිල්ලේ,සින්නතම්බිපිල්ලේ
රජින්තා,රපින්තා,රජින්තා
වසන්ත,වසන්ත,වසන්ත
ප්‍රසාංග,ප්‍රසාංග,ප්‍රසාංග්‍යං
නවරත්න,නචරත්න,නවරත්න
වර්ණකුලසූරිය,වර්ණකුලසූර්ය,වර්ණකුලසූරිය
බණ්ඩා,බණ්ඩා,බණ්ඩා
මිල්රෝයි,ඞඈමිල්රෝයි,ඞශමිල්රෝයි
බම්මන්නෙ,බම්මන්නොෙ,සබම්මන්නෙං
සේනාරත්න,සේනාරත්න,සේනාරත්නං
හල්වල,හල්වල,උහල්වලමං
බණ්ඩාරලාගේ,බණ්ඩාරලාගේ,බණ්ඩාරලාගේ
වික්‍රමගේ,චික්‍රමගේ,ඞචික්‍රමගේ
මැණිකේ,මැණිකේ,ඞඉමැණිකේ
අබේනායක,අබේනායක,අබේනායක
කුට්ටපිටියගේ,කුූට්ටපිටියගේ,කුට්ටපිටියගේ
තුවාන්,බුවාන්,තුවාන්
