original,Malith,Abhaya
චාමර,චාමර,සඅඬාම
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
මයිල්වාගනම්,මයිල්වාගනම්,මයිල්වාගනම්
දසුනි,දුසුනි,දසුනි
ජාලත්,එජාලත්,ජාලත්
විනායගමූර්ත්ති,චිනායගමූරත්ති,චිනායගමූර්ත්ති
සරත්,සරත්,සරත්
මාපිටිගම,මාපිටිගම,මාපිටිගම
කනීසා,කවිසා,කනිසා
හදරාගමගේ,හදරාගමගේං,හදරාගමගේ
වැලිවිටගේ,වැලිවිටග්,වැලිවීටගේ
ඇත්තිලිගොඩ,ඇත්තිලිගොඩ,ඇත්තිලිගොඩ
ඉලයියතම්බි,මඉලයියනම්බ්,ඉලයියතම්බි
මංජුල,මංජුළලු,මංජුලු
මහීෂා,මහිෂා,මහිෂා
ලියනගමගේ,ලියනගමගේ,ලියනගමගේ
බ්‍රාහ්මන,බ්‍රාහ්මා,බ්‍රාහ්මන
වන්නිහාමිගේ,වන්නිහාමිගේ,වන්නිහාමිගේ
අධිකාරි,අධිකාර,අධිකාරි
නිමාලි,නිමාලි,ඞතනිමාලි
තිළිණ,නිළිණා,තිළිනා
විදානලාය,විදානලායශ,විදානලාය
වර්ණකුල,ඞඈවර්ණකුල,වර්ණකුල
කාන්ති,කාන්ෆගි,කාන්ති
සඳමාලී,සඳමාලි,සඳමාලී
පසිදුණි,පසිදුණි,පසිදුනි
කරවිටගේ,කරවිටගේ,ඞකරවිටගේ
විර්ජින්,වචිර්පින්,ඞෲවිර්ජන්
ධනුෂ්ක,ධනුෂ්,ධනුෂ්ක
රන්තිලක,රන්තිලක,රන්තිලක
මොහමඩ්,මොහමඩ්,මොහමඩ්
විනෝදිනි,චිනෝදිනි,ඞඈඝචිනෝදිනි
විතානගේ,චිතානගේ,විතානගේ
කරුණාරත්න,කරුණාරත්න,කරුණාරත්නං
මාරප්පුලිගේ,මාරර්පුලිගේ,මාරප්පුලිගේ
කමලනයන,කමලනයන,කමලනයන
රන්කඩු,රන්කඩු,රන්තඩු
දසනායක,දසඝනායය,ඞඈදසනායක
මුදියාන්සේලාගේ,මුදියාන්සේලාගේ,මුදියාන්සේලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නිසංසලා,නිසංසලා,නිසංසලා
ගුණසේකර,ගුණසේකර,ගුණසේකර
කුරුකුලසූරිය,කුරුැකුලසූර්ය,කුරුකුලසූරිය
අජිත්,අපිත්,අජිත්
ලක්ශ්මන්,ඞලක්ශ්මන්,ලක්ශ්මන්
රෝෂන්,ඞරෝෂන්,රෝෂන්
සුසිල්,සුසිල්,සුසිල්
සිරිමල්වත්ත,සිරිමල්වන්ත,සිරිමල්වත්ත
මාලන්,ඞඉමාලන්,මාලන්
හේමමාලි,හේමමාලි,හේමමාලි
නිලන්ත,නිලන්ත,ඞනිලන්තං
අනුරාධා,අනුරාධා,අනුරාධා
සේරසිංහ,ඞසේරසිංහ,සේරසිං
මැණිකේ,මැණිකේ,ඞඔමැණිකේ
කලපුගේ,ඞකලපුගේ,හකලපුගේ
චෛතික,චණ්‍රෙනික,ඨඈචෛතික
කුමාර,කුමාර,කුමාර
සුවන්දි,සුවන්පි,සුවන්ද
සේපාලි,ස්පාලි,ඞසසේපාලි
පටබැඳිගේ,පටබැඳිගේ,පටබැඳිගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
හිරුණි,හිරුණි,හිරුණි
චාමර,චාමර,චාමර
තුමල්,බම්ල්,ඉතුමල්
කංකානමලාගේ,කංකානමලාගේ,කංකානමලාගේ
ආදිත්‍ය,ආදිත්‍ය,ආදිතා
මුදියන්සේ,මුදියන්සේ,මුදියන්සේ
පතිරණගේ,පතිරණගේ,පතිරණගේ
යාපාමුදියන්සේලැ,යාපාමුදියන්සේලැ,යාපාමුදියන්සේලැ
දිසාවේ,ඞඈඇඋංදුසාව්,දිසාවේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
වසන්ති,වචසන්ති,වසන්ති
සමරසිංහ,සමරසිංහ,සමරසිංහ
රත්නායක,රත්නායක,රත්නායක
ඇතිරාලලාගේ,ඇතිරාලලාගේ,ඇතිරාලලාගේ
වන්නිආරච්චි,චන්නිආරච්චි,වන්නිආරච්චි
නිමේෂා,නිමේෂා,නිමේෂා
කැලුම්,කැලුම්,කැලුම්
කමලනි,හකමලනි,කමලනි
නිමේෂා,ඞඈනිමේෂා,නිමේෂා
සේනාධිපති,සේනාධිපති,සේනාධිපති
සුනිල්,සුනිල්,සුනිල්
විදාන,විදාන,යවිදාන
නිලුක්ෂ,නිලූක්ෂ,නිලූක්ශ
ප්‍රධාන,ප්‍රධාන,ධන
කෝසල,්බෝසළ,කෝසල
නාගන්සාමි,නාගන්සාම්,නාගන්සාම්
හෙලන්,හෙලන්,ඞහෙලන්
අමරසිංහ,අමරසිංහ,අමරසිංහ
අමරසිරි,අමරසිරි,ඛේඞඅමරසිරදි
චන්ද්‍රගුප්ත,ඇතචන්ද්‍රශුප්ත,චන්ද්‍රගුප්ත
බංඩා,බංඩා,රංබචා
ජයවීර,ජයවීර,ජයවීර
ලියනගේ,ලියනගේ,ඞලියනගේ
කංකානමලාගේ,කංකානමලාගේ,කංකානමලාගේ
වයනි,චයනි,එයති
ජයකොඩි,ජයකොඩි,ජයකොඩි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
හේවාරාජගේ,ෂේචාරාජගේ,හේවාරාජගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සරත්,සරත්,සරත්
ප්‍රශන්න,ප්‍රශන්න,ප්‍රශන්න
පුෂ්පා,පුෂ්පා,දපුෂ්පා
අලුදෙනියලාගේ,අලුදෙනියලාගේ,අලුදෙනියලාගේ
රත්නමාලි,රත්නමාලි,රත්නමාලි
ලියනගේ,ලියනගේ,ලියනගේ
මනෝහර,මනෝහර,ඞමනෝහර
ඉනෝකා,ඉනෝකා,ඞඉනෝකා
