original,Malith,Abhaya
වාසනා,චාසනා,වාසනා
වැහුම්පුරගේ,වැහුම්පුරගේ,වැගුම්පුරගේ
අමිර්තලිංගම්,අම්ර්තලිංගම්,අමිර්තලිංගම්
ආරච්චි,ආරච්චි,ආරච්චි
පමීලා,පමිලළා,පම්ලා
ගෙදර,ගෙදුර,ගෙදර
හිටිහාමි,ඞසඇහිටිහාව්,හිටිහාමි
ලංකාහලුගේ,ලංකාහලූගේ,ලංකාහලූගේ
ප්‍රසන්න,එ්‍රසන්න,ප්‍රසන්න
වීදියගේ,චිදියශගේ,වීඳියගේ
නිරෝෂන්,නිරෝෂන්,නිරෝෂන්
ලයනල්,ලයනල්,ලයනල්
කුමාර,කුමාර,කුමාර
බමුණුසිංහගේ,ඔමුණුසිංහගේ,බමුණුසිංහගේ
උදිරියප්පුවඩුගේ,උදිරියප්පුවඩුගේ,උදිරියප්පුවඩුගේ
ඉල්‍යාස්,ේඝඉලෞොස්,ඞඉල්‍යාස්
අලුත්ගම,අලුත්ගම,ඬඈඨඅලුත්ගශම
තක්ෂිලා,ේඞඉතකක්‍්ෂලා,ඞතකක්‍ෂලා
අමිත්,අමිත්,අමිත්
අබුබක්කර්,අබුබක්කර,අබුබක්කර්
දේමින්ද,දේම්න්ලං,දේමින්ද
සමන්,සමන්,සමන්
චමිල,චමිල,චමිල
කොග්ගල,කොග්ගල,කොග්ගල
තැන්නේ,ඞසඇතැන්නේ,තැන්නේ
ජෙගනාදම්,ජෙගනාදම්,ජෙගනාදම්
ජයවර්ධනගේ,ජයවර්ධනගේ,ජයවර්ධනගේ
අබ්දුල්,අබ්දුල්,අබදුල්
අලහකෝනගේ,අලහකෝනගේ,අලහකෝනගේ
මනේෂා,මනේෂ,ඞඨමනේෂා
පාසිල්,ජාසල්,ඞපාසිල්
තෙවරාසිගේ,තෙවරාසිගේ,තෙවරාසිගේ
කංකානමලාගේ,කංකානමලාගේ,කංකානමලාගේ
මොහොමඩ්,මොහොමඩ්,මොහොමඩ්
ගුණසිරි,ඞගුණසිරටි,ගුණසිරි
ඉන්ද්‍රානි,ඉඑ්ද්‍රානි,ඉන්දානි
සෙල්වකුමාර්,සෙල්වකුමාර්,සෙල්වකුමාර්
