original,Malith,Abhaya
විතානගේ,චිතානගේ,විතානගේ
මැල්ලව,ඞමැල්ලව,ේශමැල්ලව
සිල්වා,සිල්වා,සිල්වා
සිසිර,සිසිර,සිසිර
ප්‍රනාන්දු,ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර
දර්ශන්,දර්ශන්,දර්ශශ්
ප්‍රනාන්දු,ප්‍රනාන්දු,ප්‍රනාන්දු
නීල්කාන්ති,නීල්කාන්ති,නීල්කාන්ති
කාංචන,කාංචන,කාංචන
වීරසිංහගේ,වීරසිංහගේ,වීරසිංහගේ
මැගිරිගලගේ,මැගිරිගලගේ,මැගිරිගලගේ
කුමාර,කුමාර,කුමාර
පුෂ්පලතා,පුෂ්පලනා,ඞඈජඡපුෂ්පලතා
ඉබ්‍බ්‍රාහිම්,මබ්බ්‍රාහ්ම්,ඉබඩුබ්‍රාහම්
මහේෂ්,ඛඞශඉමහේෂ්,මහේෂ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
තිලකාවතී,ඞතිලකාවතී,ඞතිලකාවතී
ක්‍රිෂ්නන්,බ්‍රිෂ්නන්,ංක්‍රිෂ්නන්
රුවන්තිකා,රැචන්නිකා,රැවන්තිකා
නුවරපක්ෂ,නුවරපක්ෂ,නුවරපක්ෂ
පුලිංගම්,පුලිංගමි,පුලිංම්
තුරෙයිරාසසිංහම්,තුරෙයිරාසසිංහමි,තුරෙයිරාසසිංහම්
ඥානවතී,ඥානවතී,ඥානවතී
ඉමියාගේ,ඞමමයාගේ,ඉමියාගේ
හලීම්,ඞහලීමි,හලීම්
ක්‍රිෂ්ණ,ක්‍රිෂ්ණ,ක්‍රීෂ්න්
දොඩම්පෙ,දොඩම්පෙ,දොඩම්පෙ
සඳරුවන්,සඳරුවන්,සඳරුවන්
ගබච්චිගේ,ගබචිචිගේ,ගබච්චිගේ
කුමාරි,යකුමාජ,කුමාරි
ගුණතුංග,ගුණතංග,ගුණතුංග
කුලරත්න,කුලරත්න,ඞඝකුලරත්න
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
විදානලාගේ,විදානලාගේ,විදානලාගේ
කපුගේ,ඞකපුගේ,කපුගේ
මහමඩ්,මහමඩ්,මහමඩ්
අෂානි,අෂානි,අෂානි
පෙරේරා,පෙරේරා,පෙරේරා
සුලෙයිහා,සුලෙයිහා,සුලෙයිහා
මුණසිංහ,මුණසිංහ,මුණසිං
හෙන්නායක,හෙන්නායක,හෙන්නායක
මැදගෙදර,මැදගෙදර,මැදගෙදර
සරත්,තරත්,සරත්
මධුසංඛ,ඞඈමධුසංඞ,මධුසංට
කාන්ති,කාන්ති,කාන්ති
අමරාවතී,අමරාවතී,අමරාවතී
සුනන්ද,ඞඉඝසුනන්දලද,ඛේඝඝසුනන්ද
චමෝදි,ඞචමෝද්‍රි,ඬචමෝදි
ෆහඩ්,ලතහඩ්,එගඩ්
ඉෂාන්,ඉමෂාත්,ඉමාන්
වළඳන,එළඳූන,ධවළඳන
පල්ලෙගෙදරලාගේ,පල්ලෙගෙදරලාගේ,පල්ලෙගෙදරලාගේ
ඇග්නස්,ඇග්නස්,ඇග්නස්
ප්‍රභාත්,ප්‍රමාත්,ප්‍රහාත්
රෝකිනී,රෝකිනී,ශරෝකිනී
මුහම්මදු,ඞඨඡමුහම්මටදු,ඛඞඝමුහම්මමු
සුදර්සන්,සුදර්සන්,සුදර්ඝසන්
දේදුනු,දේදුනු,දේදුනු
ප්‍රියංග,ප්‍රියසහා,ප්‍රියාග
සුරංජ,සුරංජ,සුරජු
වින්ටන්,චින්ටන්,චින්ටන්
රූපසිංහ,ඞරෑළසිංහං,රූපසිංහ
කොඩිතුවක්කු,කොඩිතුවක්කු,කොඩිතුවක්කු
ඉමේෂ්,ඉමේෂ්,ඉමේෂ්
කළුආරච්චි,කළුආරච්චිං,කළුආරච්චි
නිෂාද්,නිෂාදි,නිපාද්
වීරසිංහ,ඞවීරසිංහ,විරසිංහ
ඉල්යාස්,ලේයාස්,ේඞඝඞඉල්යාස්
ප්‍රනාන්දු,පඑ්‍රනාන්ද්‍රා,ේඛඨජප්‍රනාන්ද්‍රාං
තක්‍ෂිලා,තකක්‍්ෂලා,තක්මලා
සිතම්බරනඩරාජා,සිතම්බරනඩරාජා,සිතම්බරනඩරාජා
ප්‍රේමසිරි,ඛම්‍රේමසිට්,ප්‍රේමයයි
දමයන්ති,දමයන්ති,ඞදමයන්නි
පෙරුම්බඩ,පෙරැම්බඩ,පෙරුම්බ්බඩ
උඩගම,උඩගම,උඩගම
කරුණා,කරුණා,ඞසකරුණා
දේශප්‍රිය,දේශප්‍රිය,දේශප්‍රිය
පතිරගේ,පතිරගේ,පතිරගේ
මාදුළුආරච්චි,මාදුළඑආරච්චි,මාදුඑආරච්චි
දීපිකා,දීපිකා,දිරිකා
අහමඩ්,අනමඩ්,අගමඩ්
සංජීවනී,සංජීවනි,සංජීවනී
පැතුම්,පැතුමි,පැතුම්
රත්නායක,රත්නායක,රත්නායක
පංචා,පංචා,පචා
සෙනෙවිරත්න,ඔසෙනෙවිරත්න,සෙනෙවිරත්න
රත්නායක,රත්නායක,රත්නායක
සඳමාල්,සඳමාල්,ඞඛසඳමාල්
සමරසිංහ,සමරසිංහ,ඞසඇසමරසිංහ
විතාරණගේ,විතාරණගේ,විතාරණගේ
හංසනි,එභංසනි,ේසඨහංසනි
මලීෂ,ඞමලීෂ,මලීෂ
අනුලාවති,අනුලාවනි,ඞඅනුලාවති
රත්නායක,රත්නායක,රත්නායක
අසංක,අසංක,අසංක
දිල්රුක්,දිල්රැක්,දිල්රුක්
වර්ණකුලසූරිය,වර්ණකුලසූරය,වර්ණකුලසූරිය
වීරසිංහ,වීරසිංහ,ඞවිරසිංහං
අමරසේකර,අමරසේකර,අමරසේකර
බුද්ධික,බුද්ධිධා,බුද්ධිය
හරහා,භරහා,හරහා
තිලනි,සිලනිි,තිලනි
දිඹුල්ගස්කොටුවේ,දිඹුල්ගස්කොටුවේ,දිඹුල්ගස්කොටුවේ
ප්‍රදීප්,ප්‍රදජ්,ප්‍රදීජ්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මුහන්දිරම්ලාගේ,මුහන්දිරම්ලාගේ,මුහන්දිරම්ලාගේං
මොහමදු,මොනමටදු,ඞමොහමදු
මුතුපටින්ගේ,මුතුපටින්ගේ,මුතුපටින්ගේ
සුදේසිත,සුදේසිත,ඞශඉසුදේසිතං
ගෙදර,ගෙදර,ගශෙදර
