original,Malith,Abhaya
කලුආරච්චි,කලූආරච්චි,කලූුආරච්චි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
හේරත්,හේරත්,හේරත්
අමුණේගෙදර,අමුණේගෙදර,අමුණේගෙදර
පාලිකා,ජාළිබා,පාලිකා
රූපසිංහ,ඈජඋරෑපසිංහං,රැපසිංහ
ගමගේ,ගමගේ,ගමගේ
මධුෂිකා,ඞසඨමධුෂිකා,මධුෂිකා
මල්ලිකා,මල්ලිකා,ෞඞඡමල්ලිකා
කන්දසාමි,ඞකන්දසාම්,ඞසකන්දසාම්
කඳන,බඳන,කඳන
ලීලාවතී,ලීලාවතී,ලීලාවවී
කුමාර,බුමාර,කුමාර
අළුත්,අවත්,අළුත්
ගනේවත්තේ,ගනේවත්තනේ,හගනේවත්තේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ගිහාන්,ඞගඟිනාන්ං,ගිහාන්
ලක්රුවන්,ලක්‍රරැවන්,ලක්රුවන්
මාබොටුවන,මාබොටුවන,මාබොටුවන
අනුසා,අනුසා,අතුසා
කහදුගොඩ,කහදුගොඩ,ඞකහදුගොඩ
ලෙබ්බේ,ඞශගලෙබ්බේ,ලෙබ්බ්
මධුශංක,මධුශංක,ඞඝමධුශංක
පෙරේරා,පෙරේරා,පෙරේරා
දේවගේ,දේවගේ,දේවගේ
රත්නායක,රත්නායක,රත්නායක
අදිකාරි,අදුකාර්,අදිකාරීි
අබේරත්න,අබේරත්න,අබේරත්න
එදිරිමාන්නගේ,චිදිර්මාන්නගේ,එදිරිමාන්නගේ
කුමාර,බමර,කුමාර
ගවූස්,ගවුස්,ගවුස්
බස්නායක,බස්නායක,බස්නායක
ලහීර්,ග්ලප්ර්,ලහී්ර්
සත්තියමූර්ති,සත්නියමුරති,සත්තියමූර්ති
විජේරත්න,විජේරත්න,විජේරත්න
සාෆිර්,සඈඋළසාෆධ්ර්,සාර්
ජාබිර්,ජාබඩර්,එජාබ්ර්
වීරසේන,වචීරසේධන,වීරසේන
විස්සුන්දර,විස්සුන්දර,විස්සුන්දරු
වත්තගේ,ඞචවත්තගේ,වත්තගේ
ලක්‍ෂ්මන්,ලක්ෂ්මන්,ලක්මෙන්
සුලක්ඛනා,සුලක්ඛනා,සුලක්ඛනා
විරාජනි,චිරාජනනි,විරාජනි
මදිනා,මදිනා,මදිනා
හේවාපතිරණ,හේවාපතිරණ,හේවාපතිරණ
සිරිවර්ධන,සිරවර්ධන,සිරිවර්ධන
නානායක්කාර,නානායක්කාර,නානායක්කාර
අමලදාස්,අමලදාස්,අමලදාස්
පවන්,එවන්,එවන්
ලක්ෂාණි,ලකක්‍ෂාණි,ජලකක්‍ෂාණි
සරීදා,සරලා,සර්දා
ලලිදන්,ලලිදන්,ේඞඝලඳළිදන්
සුරාජ්,සුරාරී,සුරාජ්
මල්කාන්ති,මල්කාන්ති,ඞශමල්කාන්ති
හේනෙගම,හේනෙගම,හේනෙගම
නයනා,නයනා,නයනා
ශාන්ත,ශාන්ත,ශාන්ත
අකුරටියගමගේ,අකුරටියගමගේ,අකුරටියගමගේ
මොහමඩ්,මොහමඩ්ං,මොහමඩ්
ටොනීසා,ටොනීසා,වටොනීසා
නස්ලීන්,ඞනස්ලීන්,නස්ලීන්
පියවතී,පියව්බවී,වියවතී
රූපසිංහ,රෑපසිංගන,රූපසිංහ
පත්මසිරි,පත්මසිරි,පත්මසිරි
ෆසුමියා,ෆයුම්යා,ඞඈෆසුමියා
රමීම්,ඞරම්ම්,රම්ම්
සුදුහකුරුගේ,සුදුනකුරැගේ,සුදුහකුරුගේ
සිසිර,සිසිර,සිසිර
මොහම්මදු,මොහම්මටු,ශමොහම්මදු
කදිරේෂන්,කදිරේෂන්,ඞකදිරේනේ
දුරයලාගේ,ඞදුරයලාගේ,දුරයලාගේ
විමලාවතී,වචිමලාවනී,ඞඉචිමලාවතී
කුරුප්පුආරච්චිලාගේ,කුරැප්පුආරච්චිලාගේ,කුරුප්පුආරච්චිලාගේ
අන්තෝනි,අන්නෝනි,අන්තෝනිං
නදීෂා,නද්‍රු්‍රෂා,නදිෂා
ගෙදර,ගෙදර,ගෙදර
උදයංගනී,උදයංගනී,උදයංගනී
හේවාගම,නේවාගම,ඞහේවාගම
තලවාගෙදර,තලවාගෙදර,තලවාගෙදර
වික්‍රමසිංහ,වික්‍රමසිංහ,ඞඇවික්‍රමසිං
රත්නමාලි,ශඈශඈරත්නමාලි,ශඈරත්නමාලි
නදීකා,නදිකා,නදීකා
මහේෂිකා,මනේෂිකා,ඞශමහේෂිකා
පතිරණගේ,පතිරණගේ,පතිරණගේ
ප්‍රභාෂණි,ප්‍රභාෂණි,ප්‍රභාෂණනි
රණතුංග,රණතංග,රණතුංග
මධුෂානි,ඞමධුෂානිං,මධුෂානි
පෙරේරා,පෙරේරා,පෙරේරා
නිලංකා,ඞඉනිලංකා,නිලංකා
කරුණාවතී,කරුණාවතී,කරුණාවතී
බාලසූරිය,බාලසූර්ය,බාලසූරිය
ජීවානි,පීිවාඩි,ජීවානි
ප්‍රනාන්දු,පළනාන්ද්‍ර,ප්‍රනාන්දු
