original,Malith,Abhaya
පුෂ්පකුමාර්,පුෂ්පකුමාර්,පුෂ්පකුමාර
නන්සොඳිගේ,නන්සොඳිගේ,නන්සොඳිගේ
බංඩා,බංඩා,බංඩා
ජයනෙත්ති,ජයනෙත්ති,ජයනෙත්ති
රුවන්,ඞේශරුචන්,රුවන්
දිමුන්ගේ,දිමුන්ගේ,දිමුන්ගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
අකීලා,අභිමා,ේඞඅඅකීලා
සමරවීරගමගේ,සමරවීරගමගේ,සමරවීරගමගේ
විතාරනගේ,චිතාරනගේ,චිතාරනගේ
අයේෂා,අයේෂා,ඞඈඅයේෂා
අෂාන්,අමාන්,අෂාන්
පෙරේරා,පෙරේරා,පෙරේරා
පතිර,පනිර,පති
ගමආච්චිගේ,ගමආච්චිගේ,ගමආච්චිගේ
කෝෂිල,කෝෂල,කෝෂල
පෙරේරා,පෙරේරා,පෙරේරා
ගමගේ,ගමගේ,ේමශගමගේ
දේවගේ,දේවගේ,දේවගේ
පේඩිගේ,ජපේඩිගේ,පේඩිගේ
උචිතා,උචිතා,උච්තා
ධර්මලිංගම්,ධදමලිංගම්,ධර්මලිංගම්
ඒකනායකලාගේ,චිකනායකලාගේ,ඒකනායකලාගේ
සෙල්වනායගම්,සෙල්වනායගමි,සෙල්වනායගම්
චාමර,චාමර,චාමර
රිද්මික,ර්ද්ම්භතු,රිද්මික
හිටිය,හිටල,හිට්ධය
හඒෂා,හවෂා,හරා
දුමින්ද,දුමින්ද,දුමින්ද
අත්වැල්,අත්වැල්,අත්වැල්
එලමල්,ඞවඑලමල්,ඞඑලමල්
මල්ලිගම,මල්ලිගම,ඞමල්ලිගශම
දනුජා,දුනුපා,දනුජා
සිරිදේව,සිටරදේවද,ඞසඈඅසසිරිදේශ
ඉමිහාමිල්ලාගේ,මම්භාම්ල්ලාගේ,ඉම්හාමිල්ලාගේ
සිඟිති,සිංමිනි,සිහතිී
අනුරාධ,අනුරාධ,අනුරාධ
අබ්දුල්,මඅබ්දුල්,ඛසඡඝඞඅබදුල්ං
භානුක,භානුක,ඉභෘතුක
නාරහේන්පිටගේ,නාරහේන්පිටගේ,නාරහේන්පිටගේ
රියාස්දීන්,ර්යාස්දින්,රියාස්දීන්
දොරපිටියා,දොරපිටියා,දොරපිටියා
පැතුම්,පැතුම්,පැතුම්
සම්සුදීන්,ඞසම්සූදීන්,ඛඇසම්සුඳීන්
නාරායන,නාරායන,නාරායන
අචිචිගේ,ඞඉඇඅචිච්ගශේ,ඇඅචිචිගශේ
මනික්කු,මනික්කු,මනික්කු
ජයන්ති,ජයන්නි,ජයන්ති
අධිකාරි,අධිකාර්,ඞඅධිකාර්
වෙත්තසිංහ,වෙත්තසිංහ,වෙත්තසිංහ
විජයවර්ධන,විජයවර්ධන,විජයවර්ධන
රණසිංහ,රණසිංහ,රණසිං
තෙන්නකෝන්ලාගේ,තෙන්නකෝන්ලාගේ,තෙන්නකෝන්ලාගේ
තිස්මඩ,තිස්මඩ,තිස්මඩව
පද්මසීලි,පද්මසිලි,පද්මසීලි
නාඔටුන්න,නාඔටුන්න,නාමටුන්න
ජයවික්‍රමගේ,ජයවික්‍රමගේ,ජයවික්‍රමගේ
පීරිස්,පිර්ස්,පිරිස්
සංජය,සංජය,සංජය
ඉරුෂිකා,ඞඈමඉරුෂ්කා,ඉරුෂිකා
හේවාගේ,හේවාගේ,ඞහේවාගේ
පෙරේරා,පෙරේරා,පෙරේරා
පතිරාජගේ,පතිරාජගේ,පතිරාජගේ
ඩිලානි,ඩිලානි,ඩිලානි
මලවැන්න,මලවැන්න,මලවැන්න
දසනායක,දසනායක,දසනායක
රත්නායක,රත්නායක,රත්නායක
පතිරන,පතිරර,පතිරරා
ලක්මාල්,ලක්මාල්,ඞඋලක්මාල්
රූපස්සරගේ,රූෑපස්සරගේ,රූපස්සරගේ
මුහාජිදීන්,ඞඇමුහාපිදීන්,මුහාජිදීන්
සේනානායක,සේනානායක,සේනානායකං
රාජ්පුරගේ,රාජ්පුරග්,රාජ්පුරගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දීපාලි,දුපාලි,දිපාලි
රණවීරගේ,රණවීරගේ,රණචීරගේ
මැටිවලගේ,මැට්වලගේ,මැට්වලගේ
කුමාර,කුමා්ර,කුමාර
මානික්කුගේ,මානික්කූගේ,මානික්කුගේ
ඉන්දික,ඉන්දික,ඞඉන්දික
සසේචනා,සසේචනා,සසේචනා
රම්‍යලතා,රම්‍යලතා,ඞරම්‍යලතා
දුලාජ්,දුලාජ්,දුලාජ්
ජීවන්,ජීවන්,රජවත්
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
දසනායක,දසනායක,දසනායක
ගංගානි,ඞඝඞගංගානි,ගංගානි
සකුණිකා,සඛුණිකා,ඞසසකුණිකා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
රුබියා,ඛඞරැබයා,රැබියා
ජයතිලක,ජයතිලක,ජයතිලක
පලිලුන්,පලිලුන්,ඞඉපලිලූන්
සුජීපා,සුජිපා,ඞඬසඈසුජිපා
හතුරුසිංහගේ,හතුරැසිංහගේ,හතුරුසිංහගේ
ලීලාවතී,ලීලාවවී,ලීලාවතී
උග්ගොඩ,උග්ගොඩ,උග්ගොෙොඩ
මනුර,මනුර,මනු
විදානෙලාගේ,චිදානෙලාගේ,විදානෙලාගේ
පාලේන්තිරන්,පාලේන්තිරන්,පාලේන්තිරන්
සහාබ්දීන්,සහභාබදීන්,උසහාබ්ඳීන්මං
ගමගේ,ගමගේ,ගමගේ
දිල්මිණී,දිල්ම්ට්,දිල්මිමා
නතාසා,නතාසා,නතාසා
රුමේස්,රුමේස්,ඛඞඈඉරුමේස්
සඳුනි,සඳුනි,සඳුනි
පටබැඳිගේ,පටබැඳිගේ,පටබැදිගේ
රොමේෂ්,රොමේෂ්,රොමේෂ්
චින්තක,චින්තක,චින්තත
කණුමුල්දෙණියේ,කණුමුල්දෙණියේ,කණුමුල්දෙණියේ
දමයන්ති,දමයන්ති,සදමයන්ති
වරුෂ,වවචරුෂ,වරුෂ
සංජීව,සංජීව,සංව
කාමිණී,කොම්,කාමිර
කුමාර,කුමාර,කුමාර
රත්නපාල,රත්නපාල,ඞඈඈරත්නපාල
පෙරේරා,ඞඝපෙරේරා,මපරේරා
අසේල,අසේල,අසේල
කමාලිකා,කමාලිකා,ඞකමාලිකාං
චන්ද්‍රවතී,ඞචන්ද්‍රවනී,ඛඞංචන්දූවනීි
බංඩාර,බංඩාර,බංඩාර
කහකච්චි,කහතකච්චි,කහකච්චි
ජෙයරාසා,ජෙයරාසා,ජෙයරාසා
හැම්ඩොන්,හැම්ඩොන්,හැම්ඩොන්
නිරෝෂන්,ඞඝනිරෝෂන්,නිරෝෂන්
කාන්චනා,කාන්චනා,කාන්චනා
ආනන්ද,ආනන්ද,ආනන්ද
සෆ්රාස්,සලෆ්රාස්,සෆ්රාස්ං
වෙලෙන්ගෙ,වෙලෙන්ගෙ,වෙලෙන්ගෙ
දෙනියලාගේ,දෙනියලාගේ,දෙනියලාගේ
හපීල්,ාහපිල්,හජිල්
චන්දන,චන්දන,චන්දන
ගංහල,ගංහළ්‍ර,ගංහල
තියගරාජා,තියගරාජා,තියගරාජා
කලෙයිසෙල්වන්,කලෙයිසෙල්වන්,කලෙයිසෙල්වන්
කෞමලී,ඞකෞමලී,ඞහකොමලී
හේරත්,හේරත්,හේරත්
සෙල්වරාසු,සෙල්වරාසු,සෙල්වරාසු
නිස්සංක,ඞඉනිස්සංක,නිස්සංක
නිෂ්ෆාන්,ඞනිෂ්ෆාන්,නිෂ්ෆාන්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
හේරත්,හේරත්,හේරත්
රාජේස්වරී,රාජේස්චවර්,ශඋරාපේස්වරි
හංවැල්ලගේ,හංචැල්ලගේ,හංවැල්ලගේ
වලිමුණි,ඞවචලිමුණනි,වලිමුනි
පටබැඳි,පටබැඳි,පටබැඳි
පෙරුමාල්,ඈජපෙරැමාල්,පෙරුමාල්
පස්මියා,පස්ම්යා,පස්මියා
සෙල්ලන්,සෙල්ලන්ං,සෙල්ලන්
කුමාර,කුමාර,කුමාර
කන්කානන්ගේ,කන්කානන්ගේ,කන්කානන්ගේ
පෙරේරා,පෙරේරා,පෙරෙරා
පිටියගේ,පිටියගේ,ඛඇපිටියගේ
කරුණාසේන,කරුණාසේන,කරුණාසේන
නිලන්ත,නිලන්ත,නිලන්ත
විජේසේකර,විජේසේකර,විජේසේකර
අබේරත්න,අබේරත්න,අබේරත්න
සශ්‍රීක,සග්‍රිබා,සමීකකං
ජයවීරගේ,ජයවීරගේ,ජයවීරගේ
චන්ද්‍රසිරි,චන්ද්‍රසිර්,චන්දසිරි
මොහමඩ්සෙයින්,මොහමඩ්සෙයින්,මොහමඩ්සෙයින්
ප්‍රියදර්ශන,ප්‍රියදර්ශන,ප්‍රියදර්ශන
මුතාෆ්,ඞමුතාථ්,මුතාෆල්
දේවලාගේ,දේචලාගේ,දේවලාගේ
සෙනෙවිරත්න,සෙනෙවිරත්න,සෙනෙවිරත්න
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සුබාස්,සුබාස්,සුබාස්
වීරසිංහ,වීරසිංහ,වීරසිංහ
ගුරුසිංහ,ගුරැසිංර,ගුරැසිංහ
රුවන්,රැචවන්,මරුවන්
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේට
බර්නාඩ්ගේ,බර්නාඩ්ගේ,බර්නාඩ්ගේ
රත්නායක,රත්නායක,රත්නායක
යසනායක,යගසනායක,යසනායක
සන්දරා,සන්දරා,සන්දරා
රන්හවඩියලාගේ,රන්නවඩියලාගේ,රන්ගවඩියලාගේ
සෙල්ලයියා,සෙල්ලයියා,සෙල්ලයියා
හේවගේ,ඞහනේවගේ,හේවගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
උපුල්,ඉදුපුලි,උපුල්
නලීන්,නලින්,නලීන්
මංචනායක,මංචනායක,මංචනායකය
ගල්පාත,ගල්පාතං,ගල්පාත
ඉන්ද්‍රාදේවි,ඉන්‍රේද්‍රාදේවි,ඉන්දාදේවි
පෙරේරා,ඞසපෙරේරා,පෙරේරා
රත්නායක,රත්නායක,ඛඞශඅරත්නායක
පිනුම්කාරගේ,පිනුම්කාරගේ,පිනුම්කාරගේ
ඉරෝමි,ඉරෝම්,ඉරෝම්
නිපුනිකා,නිපුනිකා,ඞනිපුනිකා
සුමනසේකර,සුමනසේකර,සුමනසේකර
අල්විස්,අල්විස්,ේඞඅල්ව්ස්ං
ෂමිලා,මේලා,මේලා
ඥාණසේන,ඥාණසේන,ඥාණසේන
ශිරානි,ශිරානිං,ශිරානි
චතුරංග,ඞසචතුරංග,සචතුරං්‍ය
මඩප්පුලි,ේමඩප්පුලිං,මඩප්පුලි
කොටුවේ,කොටුවේ,කොටුවේ
කරුණාරත්න,කරුණාරත්න,කරුණාරත්නට
බෝමිරියගේ,බෝම්රයගේ,බෝොමිරියගේ
ජයවික්‍රමගේ,ජයවික්‍රමග්,ජයවික්‍රමගේ
උදුමාන්,ලිදුමාන්,උදුමාන්
ශිහාර,ශනිහාර,සිහාර
පලඟසිංහ,පලබුසිංහ,පලුසිංං
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
දේශප්‍රිය,දේශප්‍රිය,දේශප්‍රිය
කාර්තිගා,කාර්බ්ගා,ඞකාර්තිගා
චන්ද්‍රාවති,චන්ද්‍රාවනි,ඞචන්දාවති
මොහමඩ්,මොහමඩ්,ඞඈමොහමඩ්
ලොකුලියනගේ,ලොකුලියනගේ,ලොකුලියනගේ
තිලානි,තිලානි,හඇසතතිලානි
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
කඳන්ගොඩගේ,කඳන්ගොඩගේ,කඳන්ගොඩගේ
ජයන්ති,පයන්ති,ජයන්ති
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ජීරසිංහ,පීරසිං,ජිරසිහං
මැදගොඩ,මැදගොඩ,මැදගොඩ
පෙරේරා,පෙරේරා,පෙරේරා
කරුණාසාගර,කරැණාසාගර,කරුණාසාගර
බද්දගේ,ඞබද්දගේ,ඞබද්දගේ
කුමාරි,කුමාර,කුමාරි
දිසානායක,දිසානායක,දිසානායක
රශාන්ති,ඞරශාන්ති,රශාන්තිං
සෙල්වරාසා,සෙල්වරාසාං,සෙල්වරාසා
