original,Malith,Abhaya
විරානි,චිරානි,විරානි
උතුමාලෙබ්බෙ,උතුමාලෙබ්බෙ,උතුමාලෙබ්බ
කසුන්,කසුන්,කසුන්
ඉන්දික,ඛඞඝමඉන්දිට,ඉන්දක
තන්තිරි,තන්තනරි,තන්තිරි
පේඩිලාගේ,ජේඩ්ලාගේ,පේඩිලාගේ
වත්සලා,චත්සලා,ේසඞවත්සලා
පෙරේරා,පෙරේරා,පෙරේරාං
කිච්ලාන්,ඞකිච්ලාන්,කිච්ලාන්
පේඩිගේ,ඞජපේඩිගේ,පේඩිගේ
වීරසේකර,වීරසේකර,වීරසේකර
දිල්හානි,දිල්නානි,දිල්හානි
ලෙබ්බේ,ලෙබ්බේ,ලෙබ්බේ
සචින්ත,ඞඉසචින්න,සචිත්ත
රණවීර,රණවීර,රණවීර
වත්සලා,චත්සලා,ඞඛවත්සලා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පොන්සේකා,පොන්සේකා,පොන්සේකා
මධුෂා,මධුෂා,මධුෂා
නිමල්,ඩිමල්,නිමල්
තිඹිරිපිටි,තිඹිරපිටි,තිඹිරිපිටි
බොට්සන්,බොට්සන්,ඞබොට්සන්
විජලග්,ඤචිජලගශ්,වීිජලශ්
චමින්ද,ඬචම්න්ද,ඞචමින්ද
මහකප්පින,මනකප්පින,මහකප්පින
ආරච්චිගේ,ආරච්චිගේ,ඞඅආරච්චිගේ
සසිකලා,සසිඛලා,උඡසසිකලා
ලොයලා,ේශලොයලා,උලොයලා
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
මහාචාරිගේ,මහාචාරගේ,මහාචාරිගේ
විජේසුන්දර,වචිපේසුන්දර,විජපේසුන්දර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
අබ්දුල්,පබදුල්,අබදුල්
අනුරාධා,අනුරාධා,අනුරාධා
දර්ශන,දර්ශන,දර්ශන
වතුලියැද්දේ,චතුලියැද්දේ,වතුලියැද්දේ
සුළක්ෂණා,සුළක්ෂණා,ඞඈසුළක්ෂණා
මධුසංඛ,මධුසංඛ,ඞමධුසංබඛ්
විජේකෝන්,චිපේකෝන්,විජේකෝන්
වජිහා,චරිතා,වජහා
ප්‍රදීප්,ප්‍රුදුප්,ප්‍රාථ
උදයංගනි,ඞඋදුයංගනි,ඞඋදයංගනි
රාමවික්‍රම,රාමවික්‍රම,රාමවික්‍රම
මුහම්මදු,ඞඝමුහම්මටදු,මුහම්මදු
උදයංගනී,උදයංගනී,උදයංගනී
ගාමිණී,ඞගාම්හා,ගාම
කෞෂල්‍යා,කෞෂල්‍ය,කෞෂල්‍යා
අර්කම්,ඝඅරිකම්,අර්කඛම්ං
ජයදේව,ජයදේව,ජයදේව
ප්‍රියංකර,ප්‍රියංකර,ප්‍රිසංකර
ඉන්ද්‍රානි,මන්ද්‍රානිං,ඉන්දානි
