original,Malith,Abhaya
කුලුප්පුආරච්චි,කුලූප්පුආරච්චි,කුලුප්පුආරච්චි
ජයසේකර,ජයසේකර,ජයසේකර
අසන්ගා,අසන්ගා,ඞඅසන්ගා
විජේසිංහ,වචිජේසිංහ,විපේසිංහං
කුමාරි,කුමාර,කුමාරි
මොහමඩ්,මොහමඩ්,ඞහමොහමව්
මාලනී,මාලනී,මාලනී
රාසිකාමනි,රාසිකාමනි,රාසිකාමනි
මධුමාලි,මධුමාලි,මධුමාලි
දෙයිවනායගම්,දෙයිවනායගම්,දෙසිවනායගම්
ජෙයිලබ්දීන්,ෂජෙයිලබ්දින්,ජෙයිලබදින්
එඩිසන්,චඩිසන්,එඩිසන්
සාහුල්,සානුල්,සාහුල්
කුමාර,කුමාර,කුමාර
නිමල්,ේශනීමල්,නිමල්
වියතුන්ග,වචියතුන්න,වියතුන්න
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේප
සෙනාලි,සෙනාලි,ඞසෙනාළි
එදිරිසිංහ,චිදිරසිංහ,ඞේඞඑදිරිසිග
චන්දන,චන්දන,චන්දතා
මනෝජ්,මනෝජ්,මනෝජ්
ලෂිරු,ලමපර්ු,ලරිරු
නානායක්කාර,නානායක්කාර,නානායක්කාර
ෂාලිනී,ෂාළිනී,මාලිනි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
යද්දෑල,සද්දල,යුද්දල
පරණවිතාරන,පරණවිතාරන,පරණවිතාරන
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
සමීර,ඞසමර,සමීර
චන්ද්‍රාවතී,චන්ද්‍රාචවතී,චන්දාවතී
රුවන්,රැවන්,රුවන්
රත්නායක,රත්නායක,්රත්තායක
මධුරංග,මධුරංග,මධුරග
සමරකෝන්,සමරකෝන්,සමරකෝන්
කුලතුංග,කුලතුංග,කුලතුංග
ලහිරු,ලවර,ලසිරු
රිස්වානා,රිස්වානා,රිස්වචානා
මුහම්මදු,ඞමුහනම්මටු,මුහම්මදු
අනුෂ්ක,ඨඅනුෂ්ඛ,අනුෂ්ත
නේසවාසන්,නේසවාසන්,නේසවාසන්
ගම්පලයාවත්තේ,ගම්පලයාචත්තේ,ගම්පලයාටත්තේ
උපුල්,අිරුල්,උපුල්
කහඳ,කඳු,කඳු
වඩුගේ,ඞවඩුගේ,වඩුගේ
මුතුගලලාගේ,මුතුගලලාගේ,මුතුගලලාගේට
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ගෙදර,ගෙදර,ගෙර
තන්ත්රිගේ,නන්ත්‍රගේ,තන්තරිගේ
බන්ඩාර,බන්ඩාර,බන්ඩාර
මධුෂානි,මධුෂානි,මධුෂානි
සෆීල්,තෆල්,සෆීල්
ගයාෂාන්,ගයාෂාන්,ගයාෂාන්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
අනුරාධා,අනුරාධා,අනුරාධා
හේමපාල,හේමපාල,හේමපාල
චතුරිකා,චතුර්කා,ඞසඝචතුරිකා
මුදියන්සේලාගේ,මුද්‍රියන්සේලාගේ,මුදියන්සේලාගේ
කුරුප්පු,කුරැප්ථු,කුරුපපු
සිතාන්,සිතාන්,සඇසිතාන්
රාජසිංහ,රාජසිංග,සශඝරාජසිංහං
අශෝකා,අශෝකාං,අශෝකා
ගොඩගෙදර,ගොඩගෙදර,ගොඩගෙදර
ශ්‍රීමාවිතාන,ශ්‍රීමාවිනාන,ශ්‍රීමාවිතාන
ඉලංගරත්න,ඉමලංගරත්න,ඉලංගරත්න
සමරසිංහ,සමරසිංහ,ඞඝසමරසිං
සුතේශ්,සුතේශ්,ඛඞසුතේශ්
ෂලිත,ලිත,ලෙත
පැතුම්,පැළම්,පැතුම්
ගිම්හාන,ඞගිම්නාන,ගිම්ගාන
හප්පාවන,තප්පාවන,ඨහප්පාවන
දුල්ශානි,සඋදුල්ශානි,අදුල්ශානි
දසනායක,දසනායක,දසනායක
ප්‍රියලාල්,ප්‍රියලාල්,ප්‍රියලාල්
චන්ද්‍රකාන්ති,චන්ද්‍රකාන්ති,චන්ද්‍රකාන්ති
උපාසකගෙදර,උපාසකගෙදර,උපාසකගෙදර
අසන්ති,අසන්තනි,ඞඝඅසන්ති
අසිතංජලි,අසිතංජලි,ඞඅසිතංජලලි
නයන,නයන,නයන
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ලේකම්ලාගේ,ලේකම්ලාගේ,ලේකම්ලාගේ
ප්‍රියන්ති,ප්‍රියන්නි,ප්‍රියන්ති
අච්චිල්ලාගේ,අච්චිල්ලාගේ,අච්චිල්ලාගේ
කරුණාරත්න,කරුණාරත්න,කරුණාරත්න
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
වැලිවිට,චැලිව්ට්,වැලිවිට
ලක්මාල්,ලක්මාල්,ලක්මාල්
උදයගිරි,උදයගිරදි,උදයගිරි
නාලිකා,නාලිකා,නාලිකා
නඩරාජා,ඞනඩරාපා,නඩරාජා
අමරසිංහ,අමරසිංහ,ඞඅමරසිංහ
වොන්හාට්,වචොන්නාට්ි,ඞවොන්හාට්
ආරච්චිගේ,ආරච්චිගේ,ඞආරච්චිගේං
හේමලතා,හේමලතා,ගේමලතා
පෙට්‍රිසියා,පට්‍රිසියා,ඞපෙට්‍රිසියා
ඇදුවගේ,ඇදඳුවග්,ඬඉඇඳුවගේ
මුහම්දිරම්ලාගේ,මුහම්දිරමිලාගේ,මුහම්දිරම්ලාගේ
මහකමඩිගේ,මහකමඩිගේ,මහකමඩිගේ
පුල්හිරිගේ,පුල්හිරිගේ,පුල්හිරිගේ
මඳෝරා,මක්‍ෂෝරා,මක්‍කෝරාං
ජානකි,ජානකී,ජානනි
මිලාන්,ඞමිලාන්ං,මිලාන්
ගමගේ,ගමගේ,ගමගේ
ලොකුකස්තොටගේ,ලොකුකස්තොටගේ,ලොකුකස්තොටගේ
සිල්වා,සිල්වා,ඛඞසිල්වා
ඉෂානි,මොනි,ඉෂානි
තල්ගස්,නල්ගස්,තල්ගස්
ශ්‍රියාලතා,ශ්‍රියාලලා,ඞඈශ්‍රියාලතා
කුමාර,කුමාර,කුමාර
ප්‍රදීප්,රපුදිපර්,ප්‍රදිප්
කුමාර,කුමාර,කුමාර
ගනේසලිංගම්,ගනේසලිංගම්,ගනේසලිංගම්
ගිණිගල්ගොඩ,ගිණිගල්ගොඩ,ගිණිගල්ගොඩ
සෝමවතී,ඞසඇසෝමචතී,ඈඡසෝමවතී
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ඉෂාන්,ඉෂාන්,ඉන්
බණ්ඩාර,බණ්ඩාර,ඞබණ්ඩාර
දිනේෂ්,දිනේෂ්,ඞඇඅදිනේෂ්
සමරරත්න,සමරරත්න,ඞඈසමරරත්න
කුමාර,කුමාර,කුමාර
වත්තේ,චත්ත්,වත්තේ
ජයසිංහ,ජයසිංං,අංජයසිංං
වඩිගසිංහගේ,වඩ්ගසිංහගේ,වඩිගසිංහගේ
චාමනි,චාමනි,චාමනි
කුමාරි,ගබකුමාර්,නුමාරි
උදය,උයකක,උදදය
සමරසිංහ,සමරසිංහ,ඞසමරසිංං
ප්‍රබෝධ්‍යා,ප්‍රබෝධා,ඞඇඅප්‍රබෝධ්‍යා
ෂිෆාන්,ඕ්‍රෆසාන්,ෂඕෆාන්
රෙජිනෝල්ඩ්,රෙජිනෝල්ඩ්,රෙජිනෝල්ඩ්
අනිසා,අනිසා,අනිසා
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ශ
හසංකා,හසංකා,හසංකා
සුබෝදි,සුබෝද්‍රි,සුබෝදි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කීනගහ,කීනනගන,කීනනග්‍ය
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දේවිකා,දේවිකා,දේවිකා
වැල්ලවගේ,වැල්ලවගේ,වැල්ලවගේ
ආචාරිලාගේ,ආචාරලාගේ,ආචාරිලාගේ
සිරිමතී,්‍යඒසිරමති,ේසඝසිරිමතී
සඳමාලි,ඬසඳමාලි,ඛේසශඞසඳමාලි
තුවාන්,ේශතුවාන්,තුවාන්
දමයන්ති,දමයන්ති,දමයන්තිං
හේපල්,ඬඞශඉහේපල්,ඞඝහේපල්
හේරත්,හනේරත්,හේරත්
අබයරත්න,අබයරත්න,අබයරත්න
චරිතා,චරතා,මවෙරිතා
අහමඩ්,අහමඩ්,අහමඩ්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
සමාසා,සමාසා,ඥසමාසාං
විජේබංඩාර,විජේබංඩාර,විජේබංඩාර
කමාල්බාචා,කමාල්බාචා,කමාල්බාචා
තක්ෂිලා,තක්ෂිලාං,ඛඞසතක්ෂිලාං
ඔදිරිස්,ඕරදුරහ්,ඔදිරිස්
දේවින්ද්‍රි,දේවින්ද්‍රි,දේවින්ද
කරුණාරත්න,කරැණාරත්න,කරුණාරත්නං
ලහිනි,ඞලහිනි,ලගිනි
මුත්තුසාමි,ඞඝමුත්තුසාමි,මුත්තුසාමි
ආච්චිලාගේ,ආච්චිලාගේ,ආච්චිලාගේ
කාවින්ද්‍යා,කාචින්ද්‍යයා,කාවින්දරා
අලුත්ගම,අලුත්ගම,අලුත්ගම
කොඩිතුවක්කු,බොඩිතුවක්කු,කොඩිතුවක්කු
චමින්ද,චම්න්ල,චමින්ද
සුබුරමනියම්,සුබුරමනියම්,සුබුරමනියම්
වික්‍රමගේ,චික්‍රමගේ,වික්‍රමගේ
මීමනගේ,මීමනගේ,මීමනගේ
රණතුංග,රණතංග,රණතුංග
බන්දුල,බන්දුල,ධඛබන්දුල්‍ර
සමරවීර,සමරවීර,සමරවීර
බෝපැත්තෙ,බෝපැත්තනෙ,බෝපැත්තෙ
සිරිවර්ධන,සිරිවර්ධධා,සිරිවර්ධන
සප්නා,සජ්නා,සතා
කපුගම,කපුගම,කපුගමත
හේමන්ත,හනේමන්ත,ඞහේමන්ත
නූරුල්,වචූරුළ්,ඉනුරැල්
සාහිබේ,සාහිබේ,ඞසාහිබේ
ගුරුගේ,ඞසගුරුගේ,ගුරුගේ
අගුනාවෙල,අගුනාවෙල,අගුනාවෙල
පවන්,පවන්,පවන්
කස්තුරිරත්න,කස්තුරිරත්න,කස්තුරිරත්නට
සෙනවිරත්න,සෙනවිරත්න,සෙනවිරත්න
හාමීඩ්,ඞඛහාම්ඩි,හාම්ඩ්
ෂරිප්දීන්,මමරජපජ්දීන්,ෂපරිපදීන්
තිලංකා,බභිලංකා,තිලංකා
ධාරණී,ධබාරලු,බාර
ලාවුස්,ඉලාවුස්,ලාවුස්
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මොහමඩ්,මොහමඩ්,ේඞමොහමඩ්
ප්‍රියන්ත,ප්‍රියන්ත,ප්‍රියන්ත
හීන්නපිට,හින්නපිට,ඞහීන්නපිට
මොහොමඩ්,මොහොමඩ්,මොගොමඩ්
ලක්ෂාණි,ඞලක්‍ෂාණි,ලක්‍ෂාණිං
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
වෙල්ගම්ගොඩ,වෙල්ගමි්ගොඩ,වෙල්ගම්ගොඩ
ආරිෆ්දීන්,ආරෆ්දීන්,අආරිෆ්දීන්
සිරිවර්ධන,සිරවර්ධධා,සිරිවර්ධන
කොටුවේ,කොටුවේ,ඞකොටුවේ
මධුසංක,මධුසංක,මධුසංක
අච්චිගේ,අඩචිච්ගේ,අච්චිගශේ
කැකුලාවල,කැකුලාවල,කැකුලාවල
නසාඩ්,බසාඩි,නසාඩ්
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
නිල්මියා,ඒනිල්මියා,ඞනිල්මියා
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ගමරාලලාගේ,ගමරාලලාගේ,ගමරාලලාගේට
මාපාහාමිලාගේ,මාපාහාම්ලාගේ,මාපාහාමිලාගේ
මහකුඹුරේ,මහකුඹුරේ,ඞහමගකුඹුරේ
හළුගේ,තනළුගේ,ගළුගේ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
අප්පුහාමිලාගේ,අප්ථුහාමිලාගේ,අප්පුහාමිලාගේ
වස්නා,චස්්නා,වසනා
දසනායක,දුඝසනායක,දසනායක
අනාන්,අනාන්,අනාන්ං
රත්නායක,රත්නායක,රත්නායක
අබ්දුල්,අබ්දුල්ං,අබදුල්
තාමරසේල්වී,තාමරසේල්වී,තාමරසේල්වී
ඉන්දුල,ඞමන්දුලු,ඉන්දුල
උපුල්,උරුල්,උපුල්
කිත්සිරි,කිත්සිටි,කිත්සිරි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
රුද්‍රිගු,රැඳිගු,වරදගු
බැන්ඩිගොඩ,බැන්ඩිගොෙොඩ,බැන්ඩ්ගොඩ
හර්ෂ,හර්ෂ,සර්ෂ
ගෙදර,ගෙදර,ශෙදර
බුද්ධික,බුද්ධිය,බුද්ධික
අබුල්,අබුල්,අබුල්
මාගමගේ,මාගමගේ,ඞමාගමගේ
ශ්‍රීයන්ති,ඞශශ්‍රීයන්නි,ඛඞඝජශජ්‍රියන්ති
රාජමුනි,ඞරාජමුනි,රාජමුනි
මධුවන්ති,මධුචන්නි,මයධුචන්ති
රත්නායක,රත්නායක,රත්නායක
මුදියන්සෙලාගේ,මුදියන්සෙලාගේ,මුදියන්සෙලාගේ
සකිලන්,සකිලන්,ේඈඞසකිලන්
පන්කුඹුරගේ,පන්කුඹුරගේ,පන්කුඹුරගේ
අහමද්,ඞඅහමද්,අහමද්
මධුෂාන්,ඛඞඝමධුණාන්,මධුෂාන්
කුමුතිනි,කුමුතනිනි,ඞකුමුතිනි
සජන,සප්‍යු,සජන
ජයසූරිය,ජයයූරය,ජයසූරිය
කන්දයියා,කන්දයියා,කන්දසයියා
ගෙදර,ගෙර,ගෙදර
කුමාර,කුමාර,යකුමාර
අනුෂා,අනුෂා,ඞඝඅනුෂා
ඉන්දුක,මන්දුක,ඉන්ද්‍රුක
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
පෙරේරා,පෙරේරා,පෙරේරා
අයෝධ්‍යා,අයෝධ්‍යා,අයෝධ්‍යා
ලොකුගේ,ලොකුගේ,ලොකුගේ
මෙත්මල්,ඈනමෙත්මල්,ඞමෙත්මල්
පල්ලෙගෙමයලාගේ,පල්ලෙගෙමයලාගේ,පල්ලෙගෙමයලාගේ
කොටුවේගොඩ,කොටුවේගොඩ,කොටුවේගොඩ
දෙළංකා,දෙළංකා,අදෙළංකා
පක්ෂගේ,ඞපකක්‍ෂගේ,පක්ෂගේ
උපේන්ද්‍රා,උපේන්ද්‍රා,උපේන්දා
ගෞරි,ඞගෞර්,ගෞොරි
ඉසුරු,ඉසුරු,ඉසුරු
මාරසිංහ,ඞමාරසිංහ,මාරසිංහ
ෆාරිස්,ෆාර්ස්,ඬඞෆාරිස්
කැටකුඹුර,ඞඈකැටබුඹුර,කැටතුඹුර
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ගාමිණී,ගාම්ට්,ගාම්රමා
රණසිංහ,රණසිංහ,ඞඇරණසිං
ධීරරත්න,ධීරරන්න,ධීරරත්න
ප්‍රනාන්දු,ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර
පනාවල,පනාවල,පනාවල
කපුරාලලාගේ,කපුරාලලාගේ,කපුරාලලාගේ
දිලීප්,දිල්ප්,දිලිප්
ජසිනා,පිසිනා,ජසිනා
රුහාම්,රැහාම්,රැහාම්
මහම්මදු,ඞඝමහම්මටු,ඞඨඡඨමහම්මමු
සම්පත්,සම්පත්ං,සම්පත්
අතපත්තු,අතපත්තු,අතපත්තු
රණසිංහ,රණසිංහ,රණසිංහ
සුද්දප්පුලිගේ,සුද්දප්පුලිගේ,සුද්දප්පුලිගේං
අන්වර්,අන්වර්,අන්ටර්
බාලසූරිය,බාලසූර්ය,බාලසූරිය
ජයවීර,පලුබ්ථා,එවර
අමිල,අමිල,අමිල
ආනන්ද,ආනන්ද,ආනන්ද
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
විජේරත්න,විජේරත්න,විපේරත්න
පාඬිකෝරාල්ලාගේ,පාඬිකෝරාල්ලාගේ,පෘඞඬිකෝරාල්ලාගේ
ගමගේ,ඬඞගමගේ,ගමගේ
කහඳව,කහඳුව,කහඳව
සචිත්‍රි,සවි,ඞසචිත්‍රිං
මොහොම්මද්,මොහොම්මද්,මොහොම්මද්
අඟම්පොඩිගේ,ඇම්පොඩිගේ,ආිම්පොඩිගේ
නන්දන,නන්දන,නන්දත
හැන්නැදිගේ,හැන්නැදිගේ,හැන්නැදිගේ
බදුගොඩහේවා,බදුගොඩහේවා,බදුගොඩහේවා
අරුල්මේරි,අරුල්මේර්,අරුල්මේරි
මොහමඩ්,මොහමඩ්,මොහමඩ්
හසීබා,හයිබා,හසීබා
රංබණ්ඩා,රංඛණ්ඩා,රංඛණ්ඩා
කුසුමා,බුසුමා,කුසුමා
රංගනි,ඞරංගනි,ඛඞසඉරංගනි
ප්‍රනාන්දු,පඑපනාන්ටද්‍ර,ප්‍රනාන්ද්‍රා
මල්ලිකා,ඞඉමල්ලිකා,ඞඈඡමල්ලිකා
ජයසිංහ,ජයසිංහ,ජයසිංග
කොඩිතුවක්කු,බොඩිතුවක්කු,කොඩිතුවක්කු
රත්නසිරි,රත්නසිට,රත්නසිරි
මාරසිංහ,මාරසිංහ,මාරසිංහ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ප්‍රියන්ගිකා,පියන්ගිකා,පි්‍රියන්ගිකා
තිලකරත්න,තිලකරත්න,තිලකරත්න
ජෙයරාමන්,රජෙයරාමන්,ජෙයරාමන්
බණ්ඩා,බණ්ඩා,බණ්ඩා
ලියනගේ,ලියනගේ,ලියනගේ
දෙව්මිණි,දොචවිම්ණි,දෙව්මිණි
ප්‍රියදර්ෂනී,ප්‍රියදර්ෂනී,ප්‍රියදර්ෂනී
කුමාර,කුමාර,කුමාර
මන්දුල,මන්දුලා,ඞේඞඝඛමන්දුල
ශමීමා,ඞඉශම්මා,ඛඞශම්මා
බෝයගොඩගේ,බෝයගොඩගේ,බෝයගොඩගේ
විමල්,විමල්,එචිමලම්
කාන්තන්,ඞකාන්තන්,කාන්තන්
දුරයලාගේ,දුරයලාගේ,දුරයලාගේ
රන්හොටිගේ,රන්හොටිගේ,රන්ගොටිගේ
ගම්ගොඩගේ,ගම්ගොඩගේ,ගම්ගොඩගේ
ලක්ෂාන්,ලක්ෂාන්,ලක්‍ෂාන්
රංගන,ේශරංග්‍ය,ජරාගශනා
වික්‍රමසිංහ,වික්‍රමසිංහ,වික්‍රමසිංංංං
අබේසිරි,අබේසිරටි,අබේසිරටි
අබේසිංහ,අබේසිංහ,අබේසිංහ
වේදනායකම්,වේදනායකම්,වේදනායකම්
පඤ්ඤාසාර,පඤ්ඤාසාර,පඤ්ඤාසාර
පේමරත්න,ජපේමරන්න,පේමරත්න
ඇදල්ලගේ,ඇදල්ලගේ,ඇදල්ලගේ
සජීවි,සජීවී,සරීවි
ජයන්ති,ජයන්ති,ජයන්ති
රාමක්‍රිෂ්නන්,රාමක්‍රිෂ්නන්,රාමකත්‍රිෂ්නන්
කුමාර,කමාර,ඛඞකුමාර
වින්ද්‍යා,චින්ථලලා,වින්ද්‍යා
ලක්ෂිකා,ලක්ෂිකා,ඞශලකක්‍්ෂිකා
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රසීක්,සික්,රසීක්
දිල්හානි,දිල්නානි,ඞදිල්ශානි
බාලසූරිය,බාලසූරය,බාලසූරිය
ෆාතිමා,ෆාචබ්මා,ෆාතිමා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
තුසිත,ආසිත,තුසිත
සම්පත්,සම්පත්,සම්පත්
ආරච්චිගේ,ආරච්චිගේ,ඞඝආරච්චිගේ
අප්පුහාමිගේ,අප්පුහාමිගේ,අප්පුහාමිගේ
කුමාර්,කුමාර්,කුමාර්
මොහොමඩ්,මොහොමඩ්ං,මොහොමඩ්
කසුන්,කසුන්,කසුන්
ගම්ලත්ලාගේ,ගම්ලත්ලාගේ,ගම්ලත්ලාගේ
ප්‍රියන්වදා,ප්‍රියන්වවදා,ප්‍රියන්වදා
තනුජි,තනුපි,යතනතුර
මහවල,මතවල,මහවල
අප්පුතුරේ,අප්පුතුරේ,අප්ටුතුරේ
උම්මු,උම්මු,උම්මු
වීරමන්ගේ,වීරමන්ගේ,වීරමන්ගේං
ප්‍රදීප්,ටදිීරීි,ප්‍රදිජ
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
සහ්ලිනා,ඞසඈසහ්ලිනා,ඞඨසහගහ්ලිනා
පෙරේරා,පෙරේරා,පෙරේරා
හේවාවසම්,හේවාවසම්,හේවාවසම්
ප්‍රනාන්දු,ප්‍රනාන්දු,ප්‍රනාන්ද්‍ර
ලක්ෂාණි,ලකක්‍්ෂාණි,ඛඞසලක්ෂාණි
ලක්මාල්,ලක්මාල්,ලක්මාල්
රුවිනි,රුවිනි,රුවිනි
ලාලනිකා,ඞඈලාලනිකා,ඞශලාලනිකා
බැවිල,බැවිල,බැවිල
අතුරැලියගේ,අතුරැලියගේ,අතුරැලියගේ
රාජපක්‍ෂ,රාජපක්පත,රාජපක්්ස
ශිරෝමා,ශ්‍රිරෝමා,ශශිරෝමා
හේවාගෙයි,හේවාගෙයි,හගේවාගෙයි
මහේෂිකා,මනේෂිකා,මශෂේෂිකාප
මුහම්මදු,මුනම්මටු,මුහම්මදු
ඩියානන්දරාසා,ඩියානන්දරාසා,ඩියානන්දරාසා
අයිෂ්වර්යා,අයිෂ්වර්යා,අයිෂ්වර්යා
කරුණාසාගර,කරැණාසාගර,කරුණාසාගර
ගුරුගේ,ඞඉගුරුගේ,ගුරුගේ
රාජපක්ෂ,රාජපක්ෂ,රාජපක්ෂ
පෙරේරා,පෙරේරා,පෙරේරා
මැස්ටියගේ,හමැස්ටියගේ,මැස්ටියගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
චරිත්,චපත්,චරිත්
හිරිතලේ,ඞහිරිතලේ,සහිරිතලේ
ගෙදර,ගෙදර,ගෙදර
චමිලා,ඞචම්ලා,චමිලා
පීරිස්,පිදස්,පිරිස්
හසරංග,හසරංග,හසරංග
මනෝරත්න,මනෝරත්න,මනෝරත්න
තල්පිටියගේ,තල්පිටියගේ,තල්පිටියගේ
ගබඩාගමගේ,ගබඩාගමගේ,ගබඩාගමගේ
ධර්මසිරි,ඉධර්මසිර්,ඞසඨඋධර්මසිටි
අබ්දුල්කනි,අබ්දුල්කනි,අබදුල්කනි
ප්‍රියදර්ශනි,ප්‍රියදර්ශනි,ප්‍රියදර්ශනි
කාරියප්පෙරුම,කාර්යප්පෙරුම,කාරියප්පෙරුම
අරුමගේ,අරැමගේ,අරුමගේ
අගම්පොඩි,අගම්පොඩිං,ඛඞඅගශම්පොඩි
සුජීවනි,සුපිවනි,ඈඞසුජිවනි
හුසෙයින්,හුසෙයින්,හුසෙයින්
මයුර,මයුර,මයුර
විජේරත්න,චිපේරත්න,විජේරත්න
මධුසංඛ,මධුසංඛ,මධුසංඛ
හේරත්,නේරන්,හේරත්
කලුපෙරුම,කලූපෙරුම,කලූපෙරුම
ගෙදර,ගෙදර,රාගදර
දුරගේ,දුරෝ,දුරග්
හෙට්ටි,හට්ටි,හෙට්ට්
ගමගේ,ගමගේ,ගමගේ
මදුවන්ත,මදරුචවන්ත,ඞමදුවන්ත
ගාවත්තේ,ගාචවත්නේ,ශගාවත්තේ
ආදුර,ආදුර,ආදුර
මාදවන්,මාදවන්,මාදවන්
සජීවනි,සරිවභි,ඞසජිීවනි
උදයංගනී,උදයංගනී,ඞඅඋදයංගනී
ගුණසිංහ,ගුණසිංහ,ගුණසිංහ
ශිරාණි,ශිරානි,ශිරාණි
නිරංජලා,ඞනීිරංඵජලා,හතනිරංජලා
කොඩිමරක්කලගේ,කොඩිමරක්කලගේ,කොඩිමරක්කලගේ
ජාලත්,ජාලත්,ේඛඞඛජාලත්
සදාත්,සදානත්,සදාත්
කුමාර,ඞසබඛුමාරං,කුමාරු
සිල්වා,සිල්වා,සිල්වා
අප්පුහාමි,අප්පුනාමි,ඛඞඅප්පුහාමි
කාදර්,වාර්,කාදර්
චලනී,වලනී,එලතනී
බණ්ඩාර,බණ්ඩාර,ඞසබණ්ඩාර
කාලංචියලාගේ,කාලංචියලාගේ,කාලංචියලාගේ
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
ඌෂානි,ඌෂානි,ඌෂානි
ගොඩකුඹුරගේ,ගොඩකුඹුරගේ,ගොඩකුඹුරගේ
කමල්,කමල්,කමල්
මොහම්මදු,මොහම්මලු,මොහම්මදු
සීලවති,සීලවත්ි,සීලවති
ලයිලා,ලයිලා,ලයිලා
මංජුල,මංජුල,මංජුල
පෙරේරා,පෙරේරා,පෙරේරා
හර්ෂණ,ඞහර්ෂනා,හර්ෂා
නන්දන,නන්දන,නන්දන
හඳබෝවලාගේ,හඳබෝවලාගේ,හඳබෝවලාගේ
ඨකුරාර්ථ,එබරාර්ථ,හතුරාරථථ
පතිරණලාගේ,පනිරණලාගේ,පතිරණලාගේ
ෆාත්තිමරාසා,ෆාත්නිමරාසා,ෆෘත්තිමරාසා
මැණිකේ,මැණිකේ,මැණිකේං
හංසනී,හංසනීි,හංසනී
මධුෂාන්,මධුෂාන්,මධුණාන්
අමිල,අම්ල,අම්ල
තුෂාන්ත,තුෂාන්ත,තුමාන්ත
ලක්‍ෂිත,ලකක්‍්ෂිත,ඛසලකක්‍්ෂත
කුසුමාවතී,කුසුමාචනි,කුසුමාවතී
කුනන්කාර,කුනන්කාර,කුනන්කාර
ලහිරු,ලහිරු,ලහිරු
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
ජයතුංග,පයතුංග,ජයතුංග
කපුවත්තෙ,කපුචත්නෙ,කපුවත්තෙ
අල්විස්,අල්විස්,අල්විස්
ගාල්ලගේ,ගාල්ලගේ,ගාල්ලගේ
චන්ද්‍රරත්න,චන්ද්‍රරත්න,චන්දරත්න
නන්දන,නන්දන,නන්දන
කළුවිල,ඤකළුවිල,කළුවිල
විසුවලිංගම්,විසුවලිංගම්ි,විසුවලිංගම්
ගාමිනී,ගාමනී,ගාමිනී
වළඳන,වළඳන,වළඳන
සුභාෂිණි,සුහාෂිණි,සුභාෂිණී
මුස්තාපා,මුස්තාපා,ඞමුස්තාපා
සරත්චන්ද්‍ර,සරත්චන්ද්‍රං,සඈජසරත්චන්ද
කංකානම්ගේ,කංකානම්ගේ,කංකානම්ගේ
