original,Malith,Abhaya
චමිල,චමල්,ඛේඛඞඞඑචමිල
රන්දිලිගම,රන්දිලිගම,රන්දිලිගම
ජේයිතුන්,ජේයිතුන්,ජේයිතුන්
නුසායිර්,නුසාසයිර්,නුසායිර්
තාරක,තාරක,තාන
දස්තකීර්,දුස්තකීර්,දස්තතීර්
රමණි,රමණි,රමණි
දේවයලෑ,දේවයලනත,දේවයලා
අළුත්ගේ,අළුත්ගේ,ඞඅළුත්ගේ
සදලි,සුලි,සඳලි
සුබයාගේ,සුබයාගේ,සුබයාගේ
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දුමින්ද,දුමින්ද,දුමින්දාං
ලෑන්ඩස්,ජථලළෑන්ඩස්,ලෑන්ඩස්
අබ්දුල්,අබදුල්,අබදුල්
ගෙදර,ගෙදර,ගශදර
බදුවලගේ,බදුවලගේ,බදුවලගේ
සිල්වා,සිල්වා,සිල්වා
තිරුචෙල්වි,තිරැචෙල්වි,කිරුචෙල්ව්ි
ඔමේග,ඬඕඔමේග,ඔමේග
හල්ලෝලුවෙගෙයි,හල්ලෝලූවෙගෙයි,හල්ලෝලූවෙගෙයි
හර්ෂ,භර්ෂ,හර්ෂ
නාරංගොඩ,නාරංගොඩ,නාරංගොෝොඩ
හර්ෂණ,හරිෂමණා,ශර්ෂණ
හේරත්,හේරත්,ගේරත්
අච්චිගේ,ඞඝඉඅච්ච්ිගශේ,අච්චිගශේ
ප්‍රියන්ති,ඛඞඉප්‍රියන්නි,ප්‍රියන්ති
රිහාත්,රනාත්,රිහාත්
ගල්හේනගේ,ගල්නේනගේ,ගල්හේනගේ
දිව්‍යාංජලී,දිව්‍යාංජලී,දිව්‍යාංජලී
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
ශ්‍රියානි,ශ්‍රියානි,සෲශ්‍රියානි
ගුණවර්ධන,ගුණවර්ධන,ඞගුණවර්ධන
ෂරීෆ්,ර්ථග්,දේශ
මද්දුමහේවා,මද්දුමහනේවා,මද්දුමහේවා
රණවීර,රණවීර,රණවීර
කරුණාදාස,කරුණාදාස,කරුණාදාස
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
වික්‍රමගේ,චිබ්‍රමගේ,චික්‍රමගේ
කෝමලම්,කොෝමලම්,හකෝමලම්
පෙරේරා,ේශපෙරේරා,පෙරෙරා
නයිදෙලාගේ,නයිදෙලාගේ,නයිදෙලාගේ
මොහමඩ්,ඞමොනමඩ්,මොහමඩ්
මොහමඩ්,මොනමඩ්,හතොහමඩ්
ගෙදර,මගෙර,ගෙදර
ප්‍රියංකා,ප්‍රියංකා,ප්‍රියංකා
හෙට්ටිආරච්චිගේ,හෙට්ටිආරච්චිගේ,හෙට්ටිආරච්චිගේ
නිශාන්ත,නිශාන්ත,නිශාන්ත
කිරිවත්තුඩුවගේ,කිරිවත්තුඩුවගේ,කිරිවත්තුඩුවගේ
දිශාන්ත,දිශාන්න,දිශාන්ත
ප්‍රියංගනී,ඞප්‍රියංගනී,ප්‍රියංගනීි
පවින්තන්,පවචින්නන්,ඈජපවචින්තන්
අයිරින්,අයිරන්,අසිරින්
විජිත,විරිත,විජිත
රමණී,යරමට,රම
අබේරත්න,අබේරත්න,අබේරත්න
ශෙහාරි,ශෙනර්,ශෙහාරි
ශානිකා,ශානිකා,ශානිකා
ගාමිනි,ගාම්නි,ගාමිනි
කඩුකාර,බඩුකාර,ඞඝකඩුකාර
කළුතර,කළුතර,කළුතරං
ප්‍රදීප්,ප්‍රදිීජ්,එපක
නෙවිල්,නෙවිල්,ඞනෙව්ල්
වසන්දකුමාර්,වසන්දකුමාර්,වසන්දකුමාර්
ගුණවර්ධන,ගුණවර්ධන,ගුණවර්ධන
පනාපොළ,පනාපොළ,පනාපොළ
ශානිකා,ශානිකා,ශානිකා
රයිඩ්,එයිඩ්,ර්
සංජික,සංක,ේසඞසංජික
උදයංගනී,උදයංගනී,උදයංගනී
ලක්මාල්,ලක්මාල්,ඞලක්මාල්ං
ලිසාලන්,ලිසාලන්,ඞලිසාලන්
බණ්ඩාර,ඞබණ්ඩාර,බණ්ඩාර
රුවන්,රුවන්,රූවන්
දමයන්ති,දමයන්ෆනිං,දමයන්ති
රාජපක්ෂ,රාජපක්ෂ,ඞඈරාජපක්ෂ
ධර්මකීර්තිලාගේ,ධර්මකීර්තිලාගේ,ධර්මකීර්තිලාගේ
කුරුප්පු,බුරැප්පු,කුරුප්පු
සුචිරා,සුවරා,සුරා
ගුනරත්න,ගුනරත්න,ඨඈඋඡගුනරත්න
නිලන්ත,නිලන්ත,නිලන්ත
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
දිසානායක,දිසානායක,දිසානායය
කුඩාමානකේ,කුඩාමානකේ,කුඩාමානකේ
කුමාර,කුමාර,කුමාර
අබේදීර,අබේදීර,අබේදීර
ඩිලිප්,ඩලිජ්,ඬඩ්ලිප්
අචින්තා,ඞඅචින්තා,ඞඉඅචින්තා
ලුකිර්තා,ලූුකිර්නා,ජූතිර්තා
තුසාන්ත,තුසාන්තන,ඞඉතුසාන්ත
රුවන්,රුවන්,රුවන්
තන්ත්‍රි,නබන්න්‍රි,තන්ත්‍ර
ධනුෂ්ක,ධනුෂ්ක,බනුෂම්ත
වලංගුදෙනියේ,වලංගුදෙනියේ,වලංගුදෙනියේ
ජයන්ති,ජයන්නි,ජයන්ති
කෝරලේගෙයි,කෝරලේගෙයි,කෝරලේගෙයි
රාජපක්‍ෂ,රාජපක්ත,ශනාජපක්සකු
පුෂ්ප,පුෂ්ප,යපුෂ්ප
චාන්දනි,චාන්දනි,ඞඛසඨචාන්දනි
සර්දා,සඳ,සර්දා
අබ්දුල්,අබ්දුල්,අබ්දුල්
ජයපත්ම,ජපයපත්ම,ජයපත්ම
සුරේෂිකා,සුරේෂිකා,සුරේෂිකා
කින්සි,කින්සීි,යකින්සි
ගෙදර,ගෙදර,ගෙදර
නදීෂාන්,නදීෂාන්,නදීෂාන්
ආචාරිගේ,අආචාර්ගේ,ඞආචාරිගේ
