original,Malith,Abhaya
සේරුගහමුල,සේරැගනමුල,සේරුගහමුල
ෆාතිමාරිප්නා,ෆානිමාරප්නා,ෆානිමාරිප්නා
නදීශා,නදීශා,නදීශා
ගජමන්,ගජමන්,ගජමන්
කුමාර,කුමාර,කුමාර
තිළිණි,තිළිනි,තිළිණි
බිනරගේ,බිනරගේ,බිනරගේ
කාන්දිමදි,ඞකාන්දමදි,කාන්දිමදි
අස්ගිරි,අස්ගිර්,අස්ගිරි
එදිරිවීර,විදිරවීර,එදිරිවීර
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
පේමවීර,පේමවීර,පේමවීර
අරුල්නායගම්,අරැල්නායගම්,අරුල්නායගම්
චලනී,ච්ලවී්,ඞඉඑලනී
ඇතීගේ,ඇතීගේ,ඞේඞඛඇතිගේ
කොඩිතුවක්කු,බොඩිතුවක්කු,කොඩිතුවක්කු
වික්‍රමසිංහ,වික්‍රමසිංහ,වික්‍රමසිං
මධුරංග,මධුරංග,මධුරග
මල්කාන්ති,මල්කාන්නි,මල්කාන්ති
ඉනෝකා,ඉනෝකා,ඞඉනෝකා
ප්‍රසද්,ප්‍රසද්,වුසද්
සන්දනායක,සන්දනාශක,සන්දනායක
වෙඩික්කුල,වචෙඩ්ක්කල,වෙඩික්කුල
හනීෆා,හනීෆා,ගතිගා
ගැමුණු,ගැමුණු,ගැමුණු
බ්‍රැන්ඩි,චන්ඩි,බ්‍රැන්ඩි
දිනේෂා,ඞදිනේෂා,දිනේෂා
රත්නසිරි,රත්නසිරි,ඞේඞරත්නසිරි
කුමාරි,කුමාර,කුමාරි
හඳුන්ගොඩ,තඳුන්ගොඩ,හඳුන්ගොඩ
එලිබිච්චි,ච්ලිබව්වි,ඞඉඑලිබ්ව්වච්
සාරතා,සාරතා,සාරතා
ගුණමුනි,ඬඈගුණමුනි,ඞඉගුණමුනි
හංසිනි,හංසිනි,හංසිනි
ප්‍රියංකා,පියංකා,ප්‍රියංකා
රාමචන්ද්‍රන්,රාමචන්ද්‍රන්,දඅරාමචන්දන්
ගම්ලද්දලාගේ,ගම්ලද්දලාගේ,ගම්ලද්දලාගේ
ජයසේකර,ජයසේකර,ඞශජජයසේකර
සුවිනිලතා,සුවිනිලතා,සුවිනිලතා
ප්‍රභාත්,ප්‍රනාත්,ප්‍රභාත්
රත්නපාලිත,රත්නපාලිත,රත්නපාලිත
පන්ඩුල,පන්ඩුලු,පන්ඩචුල
හෙට්ටි,නෙට්ට්,හෙට්ටි
කිරිහෙට්ටි,කිරහෙට්ටි,කිරිහෙටට්
අන්තෝනි,අන්තෝනි,අන්තෝනි
මාධව,මාධව,මාධව
සුසිලාවතී,සුසිලාවනී,සුසිලාවඞී
පෙරේරා,පෙරේරා,ඞඹපෙරේරා
සංකල්පනී,සංකල්පනී,ඞසංකල්පනී
තරංගනී,තරංගනී,තරංගනී
මැණිකේ,මැණිකේ,මැණිකේ
හෙවාදේවගේ,හෙවාදේවගේ,හෙවාදේවගේ
පෙරියන්,පෙරයන්,පෙරියන්
සල්පදෝරු,සල්පදෝරු,සල්පදෝරු
ප්‍රසාද්,ඊසාජු,ප්‍රසාද්
අබ්බාස්,අබ්බාස්,අබ්බාස්
දිසානායක,දිසානායක,දිසානායක
සම්පත්,සම්පත්,සම්පත්
මෙන්ඩිස්,මමන්ඩස්,මෙන්ඩිස්
කුමාර,කුමාර,කුමාර
ගෙදර,ගෙදර,ගෙදර
ඉන්දික,ඞඉඉහන්දුක,ඉන්දික
ප්‍රදීප්,ප්‍රදීප,රපුදීජප්
ලෙබ්බේ,ලෙබ්බේ,ලෙබ්බේ
පටබැඳි,එට්බැඳි,පටබැදි
විතානගේ,චිනානගේ,විතානගේ
ප්‍රියදර්ශනී,ප්‍රියදර්ශනී,ප්‍රියදර්ශනී
රත්නායක,රත්නායක,ඈරත්නායකං
කුමාර,නුමා්ර,කුමාර
නීලාගේ,ඞඝනීලාගේ,ඞනීලාගේ
ගිනිමැල්ලගහ,ගිනිමැල්ලගන,ගිනිමැල්ලගග
එදිරිසිංහ,ඞචිදිර්සිංහ,විදිරිසිගං
නදීකා,නරවවා,නදිකා
මොහමඩ්,මොහමඩ්,මොහමඩ්
බදුගේ,ඛඞඝබපදුගේ,බදුගේ
අසන්ත,අසන්ත,ඞඛේඝඞඛඞඅසඝන්තං
හේවාගේ,ඞශහේවාගේ,ඞහේවාගේ
රංජිත්,රජිත්,රංජිත්
මධුශානි,ඬඞමධුශානි,මධුශානි
අඟුලුගහ,තඅඹුලූගන,අමුලූගශග
පුබුදු,පුබුදු,පුබුදු
පතිරගේ,පතිරගේ,පතිරගේ
අයිරින්,අයින්,අයිරින්
මද්දුමගේ,මද්දුමගේ,ඞමද්දුමගේ
මධුසංක,මධුසංක,මධුසංක
මල්ලව,ඞමල්ලළට,ඛඞඝඔමල්ලව
බුද්ධිමා,බුද්ධිමා,බුද්ධිමා
ගලගෙදරගේ,ගලගෙදරගේ,ගලගෙදරගේ
ඔලින්ටන්,ඞඔලින්ටන්,ඔලින්ටන්
කමණි,කමණි,නතමණි
බේගම්,බේගම්,බේගඛම්
නිලානි,නිලානි,නිලානි
අන්තෝනිදුර,අන්තෝනිදුර,අන්තෝනිදුර
හේනක,හේනක,හගේනන
උදයංග,උදුශෘාශ,එදුයාග
සිංහබාහු,සිංගබානු,ඞසිංහබාගු
කමලාවතී,කමලාවතී,කමලාවතී
හොරගම්පිට,හොරගම්පිට,හොරගම්පිට
නිශාන්ත,නිශාන්න,නිශාන්ත
වීරසිංහ,චිරසිංහ,වීරසිහං
ප්‍රේමලාල්,ප්‍රේමලාල්,ප්‍රේමලාල්
ඉමියමි,ඒඉම්යට්,ඉමියම්
සංජුල,සංජුලළු,සංජුල
අයින්,අයින්,අන්
ඩයස්,ඩයස්,ඩයස්
දේවයලාගේ,දේවයලාගේ,දේවයලාගේ
පිටිගල,පිටිගල,පිටිගල
මධුසංඛ,ඬඈමධුසංඞඛ,මධුසංඛ
දිලීප්,දිලීප්,යදිලිප්
අමරසිංහ,අමරසිංහ,අමරසිං
එදිරිසිංහ,ඞඇචිදුර්සිංග,ඞඑදිරිසිහ
සුගන්දිකා,සුගන්දකා,සුගන්දිකා
පිටදෙණිය,පිටදෙණිය,පිටදෙණිය
අරිෆා,අළුගා,අරිගයා
ගීතාංජලී,ගීතාංජලී,ගීතාංජලී
සාලිහීන්,සාලිනීන්,ඞසාලිගීන්
කැලුම්,කැලුම්,කැලුම්
බැසිල්ඩා,ඛඞඇඉබැසිල්ඩා,බැසිල්ඩා
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
ඉන්දික,ඉන්දික,ඉන්දික
ප්‍රදීප්,රපුදිප්,ප්‍රදීප
රුවන්,රුවන්,රුවන්
වලිමුණි,ඞඈවලිමුණි,වලිමුණි
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
නිශ්ශංක,නිශ්ශංක,නිශ්ශංක
සඳරුවන්,සඳරුවන්,සඳරුවන්
රංජිත්,රජිත්,රංජිත්
සඳුනි,සළහනි,සඳනි
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
රමේස්,එමේස්,ඊමේස්
දන්දෙනිය,දන්දෙනිය,දන්දෙනියං
රණබාහු,රණබානු,රණබාගු
ගනේපොල,ගඟනේපොල,ගනේපොල
දීගල්ලදුරගේ,දීගල්ලදුරගේ,දීගල්ලදුරගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
දිල්කි,දිල්කි,දිලිනි
රොස්ලින්,මරොස්ලින්,රොස්ලින්
කිරිහොඳා,කිරහොඳා,ඞකිරිගොඳා
රාජේන්ද්‍රන්,රාජේන්දුන්ං,රාජේන්දන්
වාසලසූරිය,වාසලසූරිය,වාසලසූරිය
අම්බලවාන,අම්බලවාන,අම්බලවාන
මාදවරාසා,මාදවරාසා,මාදවරාසා
සුරේෂ්,සුරේෂ්,සුරේම්
සචිත,සවට,සච්ත
ශ්‍රීලාල්,ඞලාල්,ශ්‍රීලාල්
අමිත්,අමත්,අමිත්
රහීම්,රහිව්,රහීම්
මනෝරන්ජන්,මනෝරන්ජන්,මනෝරන්ජන්
ලියනගේ,ඞලියනගේ,ඞඇලියනගේ
අබේගුණවර්ධන,අබේගුණවර්ධන,අබේගුණවර්ධනං
ඒකනායක,චිකනායක,ඒකනායක
එරික්,වළක්,එරික්
